"STRATEGY","REBAL_FREQ","FORMATION_PERIOD","SHARPE","RET"
"MOM_0",3,24,0.934678401642777,0.208540928355768
"MOM_1",3,24,0.844725785631972,0.19030116708898
"MOM_0",4,24,0.990553928022361,0.223290806661289
"MOM_1",4,24,0.972088662974137,0.213482556048442
"MOM_0",5,24,0.742125415553642,0.165153748734184
"MOM_1",5,24,0.699327416127995,0.152344297454058
"MOM_0",6,24,0.92168896577554,0.201374467799655
"MOM_1",6,24,0.808436023394538,0.176325614505005
"MOM_0",7,24,0.79183945127113,0.162131518349276
"MOM_1",7,24,0.824936923524616,0.170208065812259
"MOM_0",8,24,0.899497054476523,0.19145848840535
"MOM_1",8,24,0.863717513906252,0.185740553158066
"MOM_0",9,24,0.897755112554969,0.189300379858671
"MOM_1",9,24,0.833233445317747,0.177758527384637
"MOM_0",10,24,0.551173364982889,0.121000690636293
"MOM_1",10,24,0.599096141316565,0.130297396389611
"MOM_0",11,24,0.814453433878543,0.171925094176375
"MOM_1",11,24,0.859795143124041,0.179827374798584
"MOM_0",12,24,0.905257069351832,0.193074531646853
"MOM_1",12,24,0.70614809840681,0.157103568106712
"BENCH",0,0,0.648864631926935,0.111177080564757
