dt,hr,med_spread,med_buy_sz,med_sell_sz
20240901,18,0.03075539993848686,102277.78515999998,140632.8127
20240904,13,0.04405394160404974,164119.84011499997,129030.16076500001
20240824,23,0.031669371758846765,174508.34254,182849.70033
20240422,22,0.024724379361895643,119934.35588999999,125450.29503000001
20240825,14,0.03185601083102174,175422.70662,142636.187185
20241109,21,0.03576090260517528,72076.57396,110720.53469999997
20240915,19,0.034436842830243286,151465.02438000002,158178.93448000003
20241012,6,0.03459941565431279,189568.63582,215901.43370999998
20241016,2,0.030003000300027338,166598.25233000002,182917.2811
20241004,10,0.029960452203092736,166118.36815000002,180779.80852000002
20241103,21,0.03382020334397051,204387.62245000002,190697.00665000002
20240910,7,0.048110461619876865,145024.14602,155049.97134000002
20241022,15,0.03477353733807309,144055.0177,131255.15119
20241003,12,0.03911235538722746,140837.632495,164721.92976
20240430,23,0.1006352600792404,122649.95317,140779.08102999997
20240530,16,0.02111808529359216,143307.93370999998,123222.12872500002
20240514,6,0.04323644439390151,119574.31495000001,148369.583655
20240515,10,0.020382096366544644,178136.80352,153568.26782
20240501,1,0.02799944001119492,135105.602335,152623.62304
20240513,16,0.037784802952267604,140363.74753999998,145392.83334
20240518,14,0.035275146139879254,135805.58303999997,132551.57200999997
20240502,6,0.033472803347267543,142499.41108999998,112429.25658
20240820,19,0.03238716542901532,170700.57992000002,152362.28171
20240612,23,0.028125834985726073,125165.92983,144101.92126
20240606,12,0.024239066449682767,114895.62494999997,126614.37299000002
20240405,18,0.02822201317027595,195132.24519999998,218421.90179999996
20240826,18,0.031493417875649854,140716.61238,114566.39181000003
20241202,14,0.03304935679638854,57505.57651500001,61945.723029999994
20240613,2,0.06298491225056324,116442.49899,126568.73341000002
20241120,22,0.031123560535339934,90542.47813999999,139531.36587
20240616,23,0.044004734302438564,130984.21984,131025.230075
20240626,16,0.028472182677519164,125941.99158999999,120436.33260000001
20241130,3,0.027880477604713683,61580.32858000001,69632.35154999999
20240617,9,0.03289859033771547,118334.16677999996,121829.52216999998
20241128,21,0.03370757383254208,58055.76148,60823.79763000001
20240702,17,0.028222544168277075,145202.49700000003,140927.860905
20240427,7,0.02426271669637714,145828.52376999997,164527.97116
20240706,17,0.026796388671312954,147625.64166,128456.09422
20240802,3,0.03199658703070263,177323.954025,131535.31567
20240930,13,0.042221528421448884,197280.26617999998,129972.86195
20240419,18,0.017493221376718715,150700.66872,102249.09364
20241012,3,0.027099221865212186,199426.71313000002,186986.28888
20240913,7,0.03782774192022664,115528.72226,175994.35590000002
20240402,13,0.028912875867392884,231183.26809999996,201459.68175000005
20240804,11,0.05999232098292673,126218.89613,156247.8991
20240812,15,0.03639506846822016,126620.48324999998,105995.00136
20240915,7,0.04308683130371804,164716.28793000002,227442.25105000002
20241016,10,0.024885791990336692,191075.94954,217453.38336
20240923,14,0.030596010280259378,135159.8977,122430.80582
20240904,19,0.03285536598531813,182769.44691,166466.03164000003
20240428,21,0.023135027588527812,127309.82106000002,163801.071
20241117,2,0.04316889457856021,71690.87434000001,63859.1723
20240913,8,0.03762315705315711,112143.50788000002,182380.86169999998
20240407,20,0.018377285674908705,159202.83965,160135.4016
20241203,2,0.028490353166410465,58057.84309,63325.10297
20240914,16,0.029726516052330787,193610.15229,153106.18511999998
20240725,3,0.028382597413134647,171185.09934000002,136163.140795
20241116,19,0.02197963220749166,76361.98184500002,99039.23732
20240823,16,0.045905434804316414,89964.656185,84724.90292000001
20240904,8,0.028961023289486576,131514.91532,202761.42971
20241105,2,0.03527881286795598,133770.105095,168660.92089999997
20240727,16,0.026802465826869515,114526.18873000004,98015.05212
20240502,12,0.020038072340577973,147361.66745,136627.97021
20240519,13,0.02296826551313469,125068.636455,142712.98399
20240518,17,0.03840816731093266,137980.44232,142675.29544
20240902,22,0.05250062772490516,79249.68669000002,122683.23289
20241111,10,0.03436763550666022,59291.74409,102116.72080000001
20241007,4,0.029967597535174306,173999.66998,154753.85908000002
20240426,2,0.03300563453332295,87777.24756,111609.83337000001
20240830,0,0.04291166971566174,68689.80691000001,84527.20745000002
20240419,10,0.020944988603455172,130841.98197000001,105977.50523999998
20241106,21,0.041479693804435946,68971.58337000001,64567.82899
20240412,11,0.019166267369419288,169950.0179,177493.09040000007
20241108,11,0.0207312476441901,73160.74884000001,138512.37635500001
20240606,20,0.024879600505567367,126036.68132999999,130547.94528999999
20240620,6,0.03535710677844417,144756.40674,111985.87431000001
20240618,0,0.06568863586600138,118379.74417000003,123928.71762000001
20241015,3,0.029384058391679346,178128.195365,171662.17145000002
