dt,hr,med_spread,med_buy_sz,med_sell_sz
20240907,8,0.044812906116975526,176523.77321499996,177841.98523799996
20240407,20,0.02432143204591508,206581.91621500003,182177.235722
20240930,7,0.0548662108550646,132852.69799400002,141693.146619
20240715,4,0.0399467376830831,120762.04828300001,133185.41497199997
20241015,3,0.05636489767602004,136260.1628585,138166.489915
20241030,13,0.0682993462776782,170840.94970599996,175172.93897900003
20240913,13,0.050352467270897705,155189.63393900002,161132.45754100004
20240825,5,0.0511045586109371,134652.84336250002,117913.865154
20240725,20,0.060126728643439264,126713.05394,109625.592007
20240402,13,0.029624466323951992,224649.9831435,208109.48158700002
20240903,0,0.04880429477795989,168831.18020600002,148766.255262
20240726,10,0.06914433880724768,131385.08517799998,108297.22284299997
20240903,16,0.062231274043900164,160411.009063,139615.616821
20240427,8,0.024392407308870823,155689.315666,162424.53731200003
20240404,13,0.12055455093429313,193170.73816399995,149777.72695100005
20240421,1,0.050471402903107254,149006.33452049998,90053.59295199999
20240522,20,0.04817061154780422,143069.77480299998,134627.28865
20240513,15,0.02641246765887617,150652.46298999997,156841.09493800002
20240514,20,0.022510129558317438,132074.63570099996,155726.44265200003
20240509,22,0.020036064916850727,179544.485383,189659.51015299998
20240522,12,0.1170408502902176,117206.44377100002,111787.56901400001
20240527,3,0.05152098920300219,119220.42880900002,110359.02077199999
20240816,19,0.06265271599523725,150337.36657699998,177269.859105
20241117,18,0.038461538461542766,92841.409945,109762.766319
20241020,3,0.05264543300869118,146118.009695,152456.965107
20240826,10,0.04701015419330545,135526.161388,150544.975004
20241022,11,0.04790940766550289,163883.147378,159352.37604299997
20240819,18,0.06953699947847003,157763.03817499997,109972.587028
20241104,15,0.0842838680676472,183664.32200499997,187959.886901
20240602,4,0.029288514396430543,146709.731391,154633.683411
20240611,5,0.053194467775341536,114596.88395249998,115257.697094
20240628,4,0.03545093590471282,150018.20642049995,158692.82155700002
20240627,21,0.03919612314708942,148092.638822,157875.495078
20240616,23,0.039177867518525034,157135.27684299997,143687.823055
20240620,6,0.03801230216324836,144642.173487,160934.58369799997
20240808,10,0.06561288398450049,113120.23778400001,128164.23582199999
20240705,16,0.08536874555371554,108769.964299,121436.850658
20240708,22,0.05120804431824055,179289.28410699998,164437.523307
20240924,4,0.044398401657530506,163476.47240800003,159355.83519800002
20240603,21,0.050192039106145,126032.621025,122058.59719500001
20240819,10,0.0826007434066911,132784.737866,102967.648107
20240417,7,0.03849161003744994,143723.373607,147840.2100955
20241203,18,0.06117414898865192,217792.30627499998,198804.49076699998
20241108,15,0.05494757085946489,136357.837725,143880.208923
20240907,7,0.050873325419709126,175042.90847500003,179554.703452
20240804,16,0.08672525439408219,86953.626523,93998.388832
20240817,2,0.06277857994851921,123691.51829899999,177469.777513
20240401,14,0.02822998023901402,202991.36819100002,194601.401309
20240403,13,0.028280043127049126,203715.48080299998,199906.31759400002
20240901,10,0.07139718804922701,196233.87648600005,133830.456505
20240915,8,0.048793711032812936,148541.498219,160000.44331699997
20241014,19,0.04384234293479672,153997.224652,154711.28297
20240826,18,0.05349934341716267,133865.809266,119041.38938099999
20240426,2,0.02310147849462485,114163.954629,132821.355989
20241011,5,0.07021415316716961,158382.79721499997,169901.621711
20241103,21,0.061155278812474734,207569.87124100002,256804.26957800004
20240410,9,0.025338693874799034,147647.39794,175861.8774555
20240804,15,0.07840501792115706,105530.59496399999,83516.36511700001
20241023,16,0.06603856652283024,171123.88563,152670.29843
20240806,18,0.058544581698960485,234671.06760099996,151737.794579
20241125,9,0.028132992327356554,114779.78751599995,123742.795917
20241128,1,0.026698348711873265,128594.29236,136128.909717
20241202,17,0.028633467751548736,130862.51846899999,126696.4925365
20241011,17,0.04784917938656097,170042.85991600002,174690.994543
20240824,23,0.055529847292912216,148461.72463200003,129682.29102100001
20240401,9,0.027889680818105056,179582.223538,216235.56500600002
20240508,10,0.025301315668402324,174979.087023,156851.97130700003
20240515,2,0.014965952458156906,186081.56382,165196.72361299998
20240506,4,0.0304612706701457,180048.59098799998,157151.33679800003
20240528,21,0.03687235657738874,127964.9278025,165595.45935400002
20241023,11,0.04751414625716599,153049.376814,182709.45343000002
20240908,2,0.04878048780487809,204929.48445999995,198565.14818999998
20240902,22,0.05414185165133478,168583.663552,162326.192082
20240609,23,0.03339069683816476,147459.967534,146892.559771
20240727,11,0.04635482511587963,148473.16436700002,127803.02462699999
20240411,7,0.027921950547715735,178532.359522,180281.58356399997
20241130,6,0.047559449311629365,107113.199872,146129.51040149998
20241006,2,0.056053811659206865,148705.224683,157654.917524
20240623,16,0.04729852653159172,135770.538872,133080.03808300002
20240705,22,0.05247590878731945,144928.69210999997,143291.312183
20241102,3,0.08806921203958762,169252.752247,153956.129369
20240920,4,0.0589101620029453,142110.39863299995,155590.91881200002
20240629,21,0.04124020545119844,130100.83333900003,155405.312117
20240710,11,0.05031101353822898,185544.29596249998,140497.396557
20240627,1,0.036329291741199476,137965.54476899997,139895.537283
20240502,6,0.06378333292447191,129110.81539699998,146547.68671100002
20241016,2,0.048379293662326184,153487.75574800003,172331.894905
20240720,11,0.03954132068011429,138028.3213475,118445.897237
20241201,23,0.047716428084521034,110617.77479099999,127478.853377
20240830,22,0.050311933990743185,125090.88401100002,140880.2773415
20241120,15,0.04127541017437952,87858.627393,112263.87407199999
20241010,22,0.060450355145835744,161226.14989499998,178628.296848
20240416,16,0.03819904247732708,140250.413162,136669.00630350003
20240405,18,0.028385906397487837,207201.205853,179818.42526800002
20240928,18,0.04111334950458456,145758.08106000003,164065.27900599997
20240902,16,0.055374051719381256,154912.93364699997,148257.260636
20240426,18,0.0322137273430112,119907.77091099999,138465.08055299998
20240504,1,0.024403771491976478,145353.407314,174417.47032100003
20240927,4,0.05361709147899685,125412.086239,148009.16618899998
20241018,11,0.059990770650686365,166859.61014499998,161065.60924999998
20241024,23,0.05627462014630158,158934.3332575,182738.814842
20240502,12,0.03552019363319836,139478.9815945,161788.798711
20240721,10,0.043020845555163945,148510.48083599997,184898.274403
20240913,19,0.04916689429119714,166419.381669,165095.94355399997
20240513,16,0.016712426883125353,170798.657095,166000.18623400002
20240530,22,0.06769216404847178,141353.6971,149282.636687
20241210,14,0.02820568453025807,210815.5019435,204055.27133800002
20241028,1,0.07814789489108964,185317.19719700003,159839.782662
20240910,7,0.053487376979033385,189576.303178,170899.492787
20241104,16,0.08528542187855592,184342.897055,160278.761947
20240610,12,0.05325380764724663,134281.663525,128881.393897
20240904,8,0.0515966290202341,148617.51100899998,165126.08875899998
20241009,18,0.05050505050505638,167010.977273,159760.45974750002
20240802,20,0.0497314501690882,111418.67323800002,100378.65967299997
20240623,15,0.060964676349284375,111545.0954545,126586.65134799998
20240903,11,0.054791518272967465,161383.30727100006,159947.39516800002
20240705,11,0.06841950933438312,91229.79082400003,116396.879787
20240708,15,0.06084717996723832,135150.26104200003,133488.019594
20240911,10,0.061690314620599374,170704.93910750002,168501.27530800004
20240416,0,0.036908995174544934,95312.2040165,88429.0419435
20240720,22,0.04204250114661079,123954.30436400001,88961.187496
20240720,15,0.07012622720898865,105246.97351400003,119264.49282999999
20240811,5,0.06986899563319326,134187.348605,99590.15569599999
20240406,1,0.03187448536237092,191607.35739000002,146955.65146199998
20241010,11,0.07448974524508767,143877.82968899998,113051.60768699997
20240418,14,0.035915240033523865,91587.79452799998,115374.18654099999
20241016,10,0.049142244460331774,157998.652435,176680.045174
20240812,22,0.07322431047107614,114074.2172785,126915.64905999997
20240907,19,0.048661800486615725,184657.35503299997,190810.56873600002
20240713,4,0.04202661685732689,119679.85773899998,129731.443337
20241112,6,0.05282992286830268,116450.98087900001,124779.30727700001
20240412,11,0.061485909479075396,174564.613372,161772.25815
20240502,20,0.03270722362396228,201670.83871599997,176772.030606
20240419,2,0.043390222963402,123634.9269355,116505.12004349998
20240901,2,0.06423982869379063,137815.06983800002,143630.16955599998
20241012,12,0.05599104143336753,171889.4546005,161712.139187
20241020,12,0.045494023739611755,203479.37742,201868.90099450003
20241006,18,0.04396248534583869,164334.097471,161832.81256599998
20241111,18,0.0417599939258162,125830.25516600002,131209.256207
20240724,1,0.042338795341478885,118454.57937549998,167012.93743350002
20241210,9,0.019134890348615485,219259.847036,225399.71304600002
20240819,2,0.053028517558328936,134950.929557,127505.47667699998
20240523,10,0.03102218085930808,157203.76733700003,156982.883977
20240519,19,0.027709786172835926,140570.556514,168804.713928
20240511,23,0.025911617827212297,121947.22895499997,128668.283961
20240516,2,0.020661157024792765,155724.31194400002,142510.04739200004
20240403,19,0.026929015116161636,209503.28218550002,182833.04589200002
20240415,4,0.02825590430666214,67577.634487,67352.43481300001
20241014,8,0.04872215086149101,156808.15709099997,145851.126171
20240811,14,0.09102494083379487,95201.217014,118993.60039600002
20240808,18,0.09181155677970843,103383.16432199998,83117.16727399999
20240605,10,0.03131850923896451,160745.67707799998,149637.5830715
20240605,18,0.05112365534134522,147220.50273100002,124209.38621400003
20241206,4,0.013566450168744915,221176.5824505,209407.28140700003
20240601,6,0.04183419713201797,132474.25888,145926.92075699999
20241123,0,0.037395886625368746,107603.4246795,123473.527829
20240912,9,0.04411116012352778,141993.37378700002,160794.95115700003
20240619,5,0.039129197495713086,143343.50008949998,165721.08068100002
20240618,15,0.0417996656026709,141169.06943299997,157748.433111
20240618,22,0.0372397869884189,145981.93937500002,165325.169949
20241015,20,0.058194189533988805,118766.12400299999,134422.723081
20240809,21,0.0841042893187538,122543.435838,96393.414888
20240722,10,0.05460005460005135,130940.837042,111419.188742
20240629,1,0.04024439322432016,133994.65521199998,182141.579333
20241010,0,0.08521730412551776,151525.00922799998,135491.61018
20240727,15,0.0762388818297266,119961.94445299999,99624.464962
20240712,1,0.05239592264456583,107302.19618500001,133032.885338
20240803,22,0.06418485237482674,120759.61495299998,158641.697153
20241122,6,0.04136789851076905,123928.524973,139142.80638199998
20240811,17,0.08595284872299214,94275.06912799997,121623.59182600002
20240925,23,0.059985234403825416,139974.232605,138639.3900195
20241125,5,0.020904648671260517,120126.02701400004,120910.92969799999
20240918,3,0.053267991264038805,129426.32244800002,147192.08830999996
20241014,7,0.04891280181422708,136223.3496755,146220.65943499998
20240816,8,0.06798516687267497,103475.07655299999,119073.5301335
20240405,10,0.025686659449930538,193431.819662,196521.17102200002
20241202,9,0.039646446978691685,110991.61892700002,113846.66813800001
20240721,2,0.0459523627173164,138502.467743,107265.715712
20240813,9,0.07393259811472319,99058.08721899998,110662.53845299997
20240825,17,0.0706580620848829,146667.980237,128447.93820599999
20240404,7,0.07961642575324834,192563.29466,169899.224912
20241001,21,0.059603635821781076,152659.71249550002,251185.93695200002
20241023,0,0.05771291944924872,132557.29873550002,148199.27814399998
20240406,21,0.02799650043745494,205118.28256400002,158490.43185099997
20240807,4,0.06330206594924448,206302.07617199997,160441.942919
20241114,4,0.040883074407194187,92753.8314265,103265.69396450001
20240812,11,0.06029908345392965,151163.56469299996,141023.27932600002
20241121,10,0.03664614482556949,105279.439567,127964.674782
20240803,0,0.05025125628139726,110914.94181799999,100101.33836699999
20240430,4,0.0287178580895997,139975.07869600004,156082.269167
20241007,4,0.056195560550698076,168010.61936200003,176605.17252
20240830,15,0.07849293563579884,107527.39040500001,117023.202723
20241201,4,0.045884188405320714,124886.38607499999,133198.68530349998
20240923,9,0.04413062665491463,183626.20361700002,190043.97437799998
20241210,17,0.026246719160094578,215819.210164,208299.58378800002
20241012,6,0.05240840440230432,177173.041525,183496.05990999998
20241119,21,0.031153726331822895,85964.202528,97540.632338
20240425,9,0.021581957483540748,101045.45663500001,126104.86774799999
20240911,2,0.055367919827253864,167254.91023099996,161600.42852200003
20240720,16,0.0688520827755168,131973.2642,116058.30419
20240516,10,0.013589110592704401,166887.569289,152868.09668800002
20240531,9,0.03734217100080928,125790.71417300001,132625.7265545
20240523,18,0.051616536061183105,100516.90482899999,121570.279496
20240509,0,0.02566795006417877,209682.22812400002,168789.35069300001
20240509,11,0.023628381867846215,227159.21415199997,161114.334479
20240503,20,0.05688966703747411,119528.04060100002,141097.810849
20240501,1,0.03177901363304869,142447.59186400002,163924.33894349996
20241015,12,0.05237430167599477,145799.344255,152820.02418000004
20240828,23,0.06983240223463749,123502.63324999998,135533.11262250002
20241120,0,0.041365046535668526,85833.63470799998,108932.46299
20240923,5,0.04822065772978057,183200.37942400004,191120.276829
20240907,13,0.05004726686315131,182736.33740899997,179710.50419700003
20241117,10,0.04454648254119675,85272.00860500002,110840.875847
20240628,23,0.07482229704451893,133873.65069799998,166724.82881200002
20240619,17,0.035317593470196584,146842.13951399995,164923.335574
20240626,11,0.0387337582309355,142482.61151600003,143823.29750500002
20240601,3,0.027773920288853837,140362.462082,150772.509027
20240919,4,0.051875291798508805,209156.742759,173247.6154
20240804,11,0.047611490239662935,112879.53178999998,143897.340177
20240706,14,0.049789526094223824,150310.014783,197022.883045
20241122,20,0.05588543485854913,97922.98596349999,127537.05615450002
20240403,7,0.0668300289596857,186896.354255,189308.86395199999
20241018,0,0.05671077504725286,157485.995961,159287.01020999998
20240617,9,0.04566135679970884,141237.62146300002,135066.316615
20240410,17,0.060027512614113654,90674.216113,130712.75678650002
20240829,4,0.058029120067537576,142859.94341100001,145064.503932
20241120,16,0.02117223614099828,86865.51747800001,110118.393593
20241022,22,0.05438647868467594,120470.250164,157858.937581
20240823,22,0.07959733119193846,119160.486945,127803.890288
20240430,23,0.04146847176484947,138149.94566949998,161015.08891
20240813,17,0.05923819678927966,136241.77482700002,147103.379476
20241107,21,0.05448106782892648,147781.573237,137733.308769
20240908,10,0.05360205831903553,174221.90680499998,168926.96658899993
20241203,2,0.03745474218652678,121457.45738500002,133621.820915
20240427,7,0.03324099722992191,216153.574912,173286.03946899998
20240928,2,0.04766254915200552,127259.847639,145152.231981
20241119,1,0.038013177901663475,88632.35456200001,111168.00491500001
20240815,3,0.06563637448535609,122287.89832200001,140696.31251
20240906,4,0.050767148014441155,184019.130803,175603.128377
20240827,23,0.07409367557555946,126673.63990400001,143182.55791200002
20240408,6,0.0783571125404059,204140.428068,185562.6317195
20241013,13,0.055591587139813825,157010.662051,180840.86073600003
20241004,10,0.04636546288185883,163743.059286,188767.56731800002
20240805,4,0.07243513762675846,93354.00767699999,74224.689182
20241123,22,0.04918981481480955,130146.50196499999,159420.318576
20241116,19,0.04164786728213521,80902.64274449999,113736.19197300001
20240912,14,0.049966688874070186,145448.214391,166855.63191200004
20240822,2,0.07705008255365353,133551.197041,112809.8785125
20240529,14,0.03608561311712055,111195.80927999999,170421.882659
20240529,5,0.032640626700009,138917.182476,172580.78580599997
20240509,15,0.02074377974990993,169719.9744185,178076.53480300005
20240522,6,0.12876473155827295,140609.47692199997,148582.55311700003
20240519,7,0.028435189640840797,147367.90194799998,152836.395988
20240405,2,0.02674607278498886,197889.41643599997,192469.34528500002
20240803,15,0.08544860517718522,102603.168003,78834.2966115
20241111,2,0.03389511346649776,98049.060839,95059.7627175
20241121,2,0.022257669622005594,85265.54094700002,113391.96132199997
20241112,20,0.04365064930340612,114955.31723999997,123069.82646900002
20240611,14,0.031398966688533925,142848.01936650003,148772.04429000002
20240613,2,0.062335307284744346,142334.72019,124651.25714000003
20240614,1,0.03214118747079109,149338.6036335,157091.1987215
20240718,5,0.04267370136166182,114033.998706,105514.331128
20240608,2,0.024992502249343573,126307.02640450001,127894.582709
20240412,0,0.06108683762451328,178651.80914100003,172171.10690550006
20240418,9,0.022055039576529545,123222.008234,147758.01261399998
20240603,1,0.02953136003271961,138935.289468,149037.403253
20240608,18,0.028843380444198985,150243.83569699997,143147.76217000006
20241127,10,0.03275824415813755,141709.05936000004,133233.57122299998
20241122,3,0.05140507196710331,100407.288506,124763.02071699999
20240607,0,0.028629946924474403,140002.44250099998,144538.04664
20240617,14,0.03322700691121838,151479.35316,171809.89519300003
20240618,16,0.049892539146445536,128897.15899399998,135283.71457699998
20240818,14,0.0628104836407184,109210.39021800002,118535.67094999999
20240610,20,0.042938035048178946,131767.25363999998,129779.89703499999
20240802,12,0.0661875945537016,109751.2324485,109711.9255805
20240710,22,0.050973123262276765,118982.51043799998,221760.40642400002
20240702,9,0.05159388243964891,211134.85396500002,154087.812129
20240615,13,0.027052210766775886,152116.694594,158216.48803300003
20240910,8,0.050990234601944184,174114.78168699998,160528.600749
20240617,17,0.03326679973385538,154084.33152799998,166635.643275
20240404,19,0.027374760470855186,194687.73206600008,194144.692198
20240831,8,0.06741339970961491,117685.29503299999,121042.97422299998
20240404,8,0.06884134717219936,180582.92278500003,168531.00561800002
20240803,11,0.049962528103919546,120238.792321,97074.27809600002
20240915,7,0.05944981894827617,127823.98600300001,152244.53284999996
20241123,11,0.053812794783314466,137825.88921499997,143796.50271099998
20241203,10,0.02768001898059147,182162.369033,194400.33407299998
20240822,10,0.05447809980387852,136909.774037,121204.01998300002
20241126,3,0.035441657579071695,141303.733258,134968.768984
20240411,8,0.026297623352289357,174059.685572,171995.7615065
20241030,8,0.06725595695618036,171836.57871600002,176867.64518
20240727,0,0.03783579265985715,142511.00159600005,126129.18356199999
20240823,16,0.043655413271248555,154708.34995300003,142691.2509475
20240809,1,0.08791981712679142,90967.53564599997,68071.729858
20240730,3,0.03841721091049077,139367.792439,128294.8293025
20240518,17,0.02198333663081531,145708.22437899996,154803.32965600002
20240527,12,0.0340066653063964,145391.567982,153076.13002799999
20240504,21,0.02861986218436474,150230.04686,196402.45759199996
20240531,5,0.03785727806169259,139326.762034,147940.946895
20240530,15,0.043547019321121816,128491.01641499998,128924.633122
20240525,18,0.04952947003467045,130706.81439099998,168138.43343200002
20240512,1,0.0212776017778582,125968.2427785,143923.44406999997
20241110,9,0.040530134154748154,117102.66010200001,129622.318157
20241026,21,0.059023166592897525,184768.84959299996,170932.62389400005
20240902,15,0.0604960677555777,152765.652189,157025.35782700003
20241029,1,0.0784467542655376,168494.04266500002,167184.08027
20240914,15,0.04875934554124939,146126.043616,162186.65076599998
20240902,11,0.055306675515742754,156792.558012,141318.04291800002
20240718,17,0.041844505816390765,130289.12393499997,122024.98207499998
20241012,3,0.057881535790071936,161766.549956,143273.52542800002
20240428,1,0.09942936192286478,125873.147209,139802.78382999997
