coin,dt,avg_buy
LINK,20240625,371990.8683826242
ONDO,20240617,140961.22629752496
INJ,20240618,228130.6606301968
WLD,20240619,201468.46360237585
TRB,20240625,107597.63547475028
MNT,20240624,244587.5048287292
AAVE,20240618,135198.56333418755
ETHFI,20240624,115397.20449072984
CFX,20240625,135606.22365697552
JTO,20240626,191385.27993527343
BANANA,20240617,15094.13290652152
UNIBOT,20240617,13831.046423255559
BANANA,20240616,15404.708871708159
ENA,20240624,110351.37257044057
kPEPE,20240627,363115.4127757946
PANDORA,20240628,19829.89787316815
MAV,20240621,116200.37194453388
SUSHI,20240625,127585.173097886
TRB,20240626,126885.20434173798
TAO,20240615,69839.83438526404
AAVE,20240624,138391.52594468737
XAI,20240625,191954.23778782264
ORBS,20240603,105729.1660148372
PYTH,20240614,135534.62451370584
LTC,20240213,313071.2093571728
ZRO,20240409,19511.338565359623
BSV,20240626,77121.66952210825
SOL,20240919,1867088.8084743964
AVAX,20240428,200416.79294540736
SOL,20241124,1731287.1435445428
RDNT,20240225,92372.09078111002
NFTI,20240607,12519.43795226969
POL,20241111,120737.71203913634
NEAR,20240218,177210.04413012957
RNDR,20231029,322556.2449881071
LOOM,20240818,89078.01338148095
SOL,20240605,891969.8173733423
ATOM,20240616,208163.57783737915
HBAR,20240624,121141.96638807311
JTO,20240913,162176.83711450206
UNI,20230811,247571.01037465662
LINK,20240330,299821.9589785875
BCH,20240721,242152.2761216151
ADA,20240903,209948.5423987321
AVAX,20240927,222964.93704945076
RNDR,20240113,289259.9504463238
OX,20231125,24278.58939792865
SNX,20230530,327630.78851623187
SHIA,20240220,8991.742147617482
HMSTR,20241002,245401.62338147243
BSV,20240418,43861.475429477076
KAS,20231110,215920.01139745465
ZEN,20240628,97144.1690807684
SNX,20240608,177499.41351110017
PYTH,20240416,131843.03137092557
MEME,20240208,377473.06573778146
RUNE,20240310,105464.4454194088
LDO,20241122,235619.72103940218
kPEPE,20240120,660952.3423400706
ARB,20230512,47693.58997315825
TRB,20240602,134055.71739832647
INJ,20231104,665370.2141256835
UNIBOT,20231225,22068.349341427784
BNB,20240104,1543913.785846832
TNSR,20241107,62191.48607064812
APT,20240118,366831.65458701004
FTM,20230714,141605.9974210829
AR,20240318,159711.6008369795
BLZ,20240912,99037.34961385823
OP,20240106,586304.8305549219
AI,20240630,121669.87057802858
EIGEN,20240702,39078.325648744954
CFX,20240704,137167.0014369328
ACE,20240706,98760.52221858263
STRK,20240710,74557.88552331897
OP,20240704,310449.91365571617
SOL,20240711,1224650.3900216054
FIL,20240709,213656.79531914872
KAS,20240704,104709.56871307589
RSR,20240630,158347.6780276622
IO,20240708,157257.1597934084
MATIC,20240630,290488.78534137545
LDO,20240629,245816.7454245846
SHIA,20240630,0.0
TAO,20240701,73404.41578844505
STG,20240708,114566.49339834265
CYBER,20240702,108637.62301057084
TRB,20240704,87483.37114462056
AI,20240707,99844.17925803861
NFTI,20240707,0.0
FXS,20240630,92840.40922759224
RDNT,20240704,169251.07079298474
BADGER,20240704,111501.51213001317
BCH,20240701,277590.17715311784
APE,20240702,99890.13098434143
MEME,20240709,132000.82338585536
UNIBOT,20240703,0.0
JUP,20240702,119076.75046099586
REZ,20240629,204356.02674314566
SEI,20240630,212500.5114323711
FTM,20240704,180736.31411285265
MINA,20240706,136179.5690488486
TRX,20240702,163184.8800844508
PENDLE,20240708,67620.3335793828
BLAST,20240704,127083.53891200235
TNSR,20240703,114892.85668248018
MKR,20240702,234328.9317480232
BLZ,20240629,67609.81550583596
FTM,20241001,173189.70592251327
CAKE,20241105,178738.55649689093
MAVIA,20240807,70735.94428139848
OMNI,20240824,110338.14816805736
CAKE,20240819,93751.86234986736
UNI,20241024,133762.76528323497
BNB,20230611,274743.7922568582
ACE,20240926,125559.15111777995
GAS,20240824,97044.49732371369
AI,20240306,371905.0201283742
LTC,20230515,38704.00945727371
BNB,20240226,536971.2818384253
EIGEN,20240711,46215.6568043001
COMP,20240710,144000.2586117081
UMA,20240621,179093.39912974177
ALT,20240701,156820.94213863986
PIXEL,20241030,86934.72846765642
HPOS,20240804,8309.822156746024
WLD,20240712,243172.32792780933
REZ,20240711,208560.34848472849
BLZ,20240711,53764.38055485695
DYDX,20241007,199340.37826685118
JUP,20240313,184255.34404955912
GAS,20231122,263645.5790235577
BNT,20240312,87693.74192881033
SUPER,20240222,101288.44807215895
NEAR,20231221,373343.62230412423
UNIBOT,20230914,107264.88973266704
ADA,20240116,541780.6505897319
kBONK,20241015,135903.81082600652
HMSTR,20241107,180828.67598338504
OGN,20240218,78259.00326766103
NEAR,20231130,471616.3964956207
SAGA,20241021,68817.40131607016
XRP,20240303,581839.5562431356
ACE,20240829,135916.39268746658
UNI,20231214,821566.5373756621
YGG,20240930,132458.8055126853
STRK,20241201,148152.93409300983
PENDLE,20240205,77533.09906671321
W,20240428,80839.65354182597
RENDER,20241128,76003.90199919918
BANANA,20231029,49152.74330901419
ONDO,20240924,119744.49128245757
WLD,20240127,501734.40701157606
JUP,20241103,97522.09603268269
DOGE,20230510,40435.21881113837
BNB,20230920,1104843.4923853127
HPOS,20240824,10291.673664104821
WLD,20240503,185058.6426043216
LOOM,20241013,111000.42871120224
OX,20240114,29937.978451031
ACE,20240217,89195.10082337011
TAO,20240822,75812.3508308284
FET,20231126,439031.1282916058
ONDO,20240413,84281.0539575141
DOT,20241205,433082.86157268763
AR,20240916,101439.43243744624
kSHIB,20240422,128599.91628144502
USTC,20240329,224833.41048105902
SUSHI,20241202,60703.868758619654
DOGE,20240408,141278.23971229917
RLB,20240728,10970.262688005902
RDNT,20240828,112789.68920922445
TURBO,20240827,159302.68319949936
BNB,20231124,1547330.5657439742
CRV,20230722,190076.90860744123
STRAX,20241114,0.0
SEI,20241126,129867.37877237458
BLZ,20240216,79105.80321393443
GALA,20241130,116218.90543142028
BNB,20241117,237609.2006952711
LTC,20230814,488973.8043950956
RUNE,20240413,71410.15235031236
ZK,20241126,75589.41934225678
PYTH,20240503,119721.50776685319
GMT,20240927,233176.88102890665
KAS,20240106,252093.88905688457
EIGEN,20240817,18680.04365851247
JTO,20240330,241081.4282965126
BLZ,20240901,69737.03077488882
FRIEND,20231113,47421.18800658152
XAI,20241006,278029.56452981156
ADA,20240109,709943.7551864692
LINK,20240121,365730.95631291386
ARB,20230525,304481.2718237269
ORBS,20240223,72021.62087008342
FRIEND,20240902,0.0
MKR,20240211,314986.65075857996
kPEPE,20230516,66275.00195383656
INJ,20230525,297024.7559572298
JUP,20240713,101915.73344375037
BNT,20241026,53306.24032059407
LDO,20240801,152424.23598351332
MKR,20240208,503334.82187222276
LOOM,20240807,80554.97534497584
ETH,20231103,2913855.9467897783
kPEPE,20230718,192412.2949767416
MINA,20240907,175386.58265286204
TRB,20240323,138520.0407465616
DOGE,20240721,371521.58879775746
CRV,20231104,613273.5939157318
ZETA,20240327,141128.3666328642
DOGE,20230720,175094.079906804
MINA,20240812,134976.41055332776
FXS,20241003,118734.23403927137
OX,20230921,46669.22935720785
MATIC,20240212,289396.18804703164
CYBER,20231107,393135.2307335308
JUP,20240817,101203.95517224848
FXS,20241205,68186.55325313365
LOOM,20240327,176124.3322667481
KAS,20241015,120666.39680628713
APT,20241110,227872.99897832784
OMNI,20241201,121846.85905660948
NEAR,20241012,192498.0712734999
OGN,20231002,133227.32108915382
kSHIB,20230924,654668.8433183215
SUPER,20241028,111500.57674100295
STX,20240715,107289.20785493276
BANANA,20241112,53114.77676264091
NTRN,20240415,74636.34709051326
CANTO,20231021,78428.07995263957
PENDLE,20240202,87530.04743395705
ORBS,20240716,99040.8193346088
PYTH,20240714,113663.3684612151
CFX,20241206,84931.33029135533
NFTI,20241110,0.0
XAI,20240913,270225.92009164597
FTM,20241203,300492.9488812011
STG,20240405,163987.44520174796
kLUNC,20240129,386995.2187268299
PANDORA,20240918,0.0
AI,20240730,105630.70002294054
PENDLE,20240131,92659.02552108679
SAGA,20241116,34828.56734660985
OGN,20240401,156895.13224314305
MATIC,20230703,93829.34447772182
NTRN,20240111,342035.82965486887
WIF,20240117,138449.20030670514
APE,20240410,112091.59172540031
SNX,20231221,336850.2289374095
PIXEL,20240307,301603.2800589323
ZEN,20240409,116191.99863915454
RNDR,20230630,52977.11876988226
kPEPE,20230812,499305.625764056
WIF,20241009,166254.2884034728
NEO,20241012,203538.60600553956
BIGTIME,20241011,107092.54176591527
XRP,20230726,408381.2026408496
UNI,20231028,648582.8120033024
APT,20231203,869198.2695360796
kPEPE,20240925,613361.5176004929
LOOM,20231022,238059.60872006498
TNSR,20240514,94182.00203954944
ENA,20240505,159557.7866661772
MANTA,20240516,270297.0759717395
ATOM,20240521,204792.21818008667
LTC,20240523,376735.2255922971
PIXEL,20240511,256118.24912984867
ONDO,20240508,109736.38448709756
BNT,20240512,103843.672689708
ETC,20240508,238975.81982136614
WLD,20240509,161523.29478432797
MYRO,20240526,89513.5922570197
PENDLE,20240316,89079.83703963712
WIF,20241015,158548.9567858242
ORBS,20240817,94818.31379188343
AAVE,20231201,881448.9183845321
UNIBOT,20241023,0.0
BCH,20231202,885954.9403945499
kLUNC,20240121,365197.6943811461
ILV,20240607,92378.01032722922
USTC,20240612,157665.38383653667
FXS,20240610,79896.0150717045
NOT,20240726,123396.36598380987
RUNE,20241112,96759.49935664498
JTO,20240602,183737.8177181773
ILV,20240610,98128.89295285604
OGN,20241126,44748.24596364337
SCR,20241020,19473.068674735474
SUI,20240603,216323.2853910841
ENS,20240610,120574.64654459897
RUNE,20231023,563257.4651263825
WIF,20240913,216700.01896832764
CFX,20240612,143201.9376562224
ORDI,20240910,198972.4668017903
MEME,20240406,141221.32257977297
AVAX,20240628,254431.3123533919
FET,20240623,187945.2542708673
UNIBOT,20240616,14080.796378979448
MYRO,20240628,87399.88287503245
UNIBOT,20240805,0.0
ZRO,20231218,26472.050960873647
GALA,20240616,158590.67892201347
GMX,20240921,76252.18379936538
PANDORA,20240731,0.0
ETH,20240105,2443170.7200738774
BNB,20230922,1125063.6534805028
FTT,20240701,29134.570800157137
DOGE,20240701,438237.9043705799
CYBER,20240629,108078.4709673604
STG,20240703,126816.5954932989
STX,20240706,111010.18859690052
kSHIB,20240706,248925.88418446123
UNIBOT,20240708,0.0
NEAR,20240630,107724.56052792996
ORBS,20240711,104403.35960588664
EIGEN,20240709,53799.41158309095
TIA,20240625,155594.52759834842
SOL,20230724,352273.51451533765
ZK,20241012,87720.36334878589
SUSHI,20240722,80433.9012326274
ATOM,20230524,168892.76006063126
ZEN,20231109,277327.12270248035
BOME,20240820,157584.36552028288
LINK,20231026,620883.6594164998
kPEPE,20240712,325993.3600408871
DYDX,20240712,203502.0508811415
BNB,20240731,221342.28416368872
MATIC,20230620,116173.24528506956
UNI,20240311,305543.35814514925
kFLOKI,20241030,323820.78449816967
HPOS,20241209,20283.562878055902
APE,20230803,505308.6538327078
kSHIB,20240111,754330.2912998269
ETC,20240820,164737.62734318376
FRIEND,20240331,15238.365745661918
DOGE,20230815,486064.18598074856
RENDER,20241008,99189.27704515075
PEOPLE,20240504,183748.02567414858
RENDER,20241116,73672.45941410847
MKR,20240223,251778.52358216365
MERL,20240803,217706.57478383783
INJ,20240907,220161.9916340829
OX,20241003,0.0
BANANA,20231120,41416.85505504055
TURBO,20240929,133109.66598765875
kSHIB,20240314,211742.71942095205
FIL,20240713,228845.88731277414
DYDX,20230614,270755.42245257396
APE,20241122,140896.9358014046
MAV,20240517,115887.06661664513
ATOM,20240301,259310.84558804374
ORDI,20240606,215963.15552779
FIL,20240603,229283.10999643823
APE,20240611,110828.01947021896
SOL,20240709,1138102.9531377712
kLUNC,20240704,215084.1781024286
BTC,20240629,1280966.5458395795
OMNI,20240904,139180.58204911504
ZETA,20240311,148606.0869306962
MINA,20240111,385226.39441562694
COMP,20230717,166794.9885822457
STX,20240810,118109.27992848493
ALT,20241007,177576.92876358543
TRB,20231231,275312.7850642339
STX,20230621,42348.23503608221
DOGE,20231121,836224.0927564043
ENS,20240728,129004.84049308988
USTC,20240912,148894.1848962851
SUSHI,20241207,72210.22554062697
STRK,20241007,113233.14670213866
SNX,20231222,386122.20453414554
RSR,20240205,176226.73461664145
DOGE,20230518,40569.99855254041
NEO,20240301,135189.00544631833
MATIC,20231127,870341.8175909142
LDO,20230821,490452.3639712194
ZRO,20241016,141944.55122198744
ENS,20240303,272549.286729989
FRIEND,20230904,71481.05051459085
AR,20241014,102494.80501603751
STRK,20240327,243680.23841077788
BANANA,20240107,26231.2791848584
TNSR,20241126,65708.29781272002
TRX,20230917,651835.8421292562
UNIBOT,20240915,0.0
BLAST,20240901,212433.63932093873
BSV,20240320,101856.11576056486
WLD,20240824,220471.01712161078
DOGE,20231004,650070.381344182
ETC,20241012,236737.26756666135
RLB,20230921,116784.08560222144
AVAX,20230716,186490.49623954485
FIL,20240129,531903.5983180171
LINK,20240801,248947.3374784905
DOT,20240820,230493.4484804751
MEME,20240825,142548.55312056062
CFX,20240326,195959.78390052362
CRV,20231021,614629.4139559125
AI,20240321,459965.6979381352
ARB,20231118,883083.0563944189
OP,20231231,553551.5253938138
OGN,20240229,87903.06463799631
NEAR,20241130,226001.73904631502
CRV,20230618,35402.81171523689
TAO,20240311,204422.31338532537
RNDR,20230915,322839.74891582003
OGN,20240221,81601.33918370234
MYRO,20240419,119826.79624716192
MYRO,20240317,142304.0064787764
MATIC,20231222,747451.3215554951
OMNI,20240928,123529.79281813223
COMP,20240928,181790.5541489969
RNDR,20231125,428775.7291283512
LDO,20230809,517835.58595427993
MAVIA,20240904,90127.56241815796
APE,20230805,511370.38871166133
ADA,20240409,216895.13298198246
ZRO,20241119,104314.0553594146
BNT,20241010,45712.20741658356
CYBER,20231006,325826.63568101247
MERL,20241111,56260.41803765822
MEME,20240724,126921.97965389314
XRP,20231227,1486263.590548197
GMT,20240207,720049.8078774862
USTC,20240430,158513.99281666896
GMX,20240128,336921.11660709337
BTC,20230624,360709.4607659124
GMX,20230803,209154.08077386275
CANTO,20240812,9259.254973855557
ADA,20240910,215484.48787058677
DYDX,20240902,200158.21855106083
MEW,20240724,179678.13126846313
OGN,20231023,190587.7174263602
RSR,20240206,175539.65671820822
SUPER,20240920,108651.22850201288
LISTA,20241031,154914.49545996665
TRX,20241210,293996.2419257007
ETH,20240501,1006898.6630666044
DYM,20240206,116379.94607174218
GAS,20240802,89211.12635286247
TON,20240422,112901.29140515142
kFLOKI,20240327,227614.79723725744
RSR,20240310,137912.5988660144
CFX,20231223,825954.2718681662
kBONK,20240119,323271.78402984515
BSV,20241129,88299.38097460475
GMX,20240817,68992.76793483505
WIF,20240326,145719.0917706139
MINA,20231229,336520.40256355866
HBAR,20240813,110265.80564319986
BIGTIME,20240411,157166.04533502218
HPOS,20231004,43902.54889500633
TRB,20240817,82277.23456259553
UNIBOT,20240224,11254.705926168752
ETH,20230716,439002.46790146694
HBAR,20240819,122259.422214797
ONDO,20241003,97960.14357444205
HMSTR,20241114,152170.27869804745
FIL,20241025,247846.41119994762
ORDI,20240115,344256.45311184146
SUPER,20240415,55454.31693870362
LISTA,20240809,289507.30191494187
POPCAT,20241008,137856.66512114723
LDO,20241210,306741.98976995994
ZETA,20240213,107970.6189239202
UMA,20240718,201975.02213363608
REQ,20241112,16890.501818253746
kPEPE,20230515,41861.39200362491
ARK,20241022,46565.58103511064
JUP,20241006,115449.18987813083
OX,20240827,0.0
RENDER,20241027,191260.22910015937
APE,20230714,173587.25846388264
ARB,20240916,167896.10308020926
JUP,20240825,99087.75101328133
PEOPLE,20240309,400022.3973143649
DOT,20240310,378735.1329959516
SUI,20241203,250127.68503511386
TIA,20241010,132688.13910318163
NOT,20241104,181307.20525089878
kBONK,20240125,302080.66357922874
NFTI,20241123,0.0
LOOM,20240322,141999.7687802734
XRP,20231221,1649441.6385360362
TON,20240723,94293.1952365038
SUSHI,20231231,412894.9151242684
DOT,20240316,391996.97958101355
PYTH,20241030,98991.79722691489
PANDORA,20240907,0.0
SAGA,20241123,75506.97171244866
GALA,20240719,132308.76488365154
CFX,20230925,649464.9642611423
STG,20241021,147952.9963204508
LTC,20230516,36729.2168879192
HPOS,20240928,10536.998982344672
FXS,20230830,224371.57422427673
BADGER,20241207,59003.11180522956
UNIBOT,20230823,41839.111206655005
BLZ,20231026,169039.80938447817
NTRN,20240226,141433.6130188938
MKR,20230917,656531.257865983
PEOPLE,20240317,336708.27875061205
ZETA,20240902,68983.32652758688
RUNE,20231017,656930.7306788592
RNDR,20231203,420113.6691641137
STRAX,20231127,257756.4663877568
NEO,20240303,140106.5510507376
BIGTIME,20231111,199853.2990616562
NEO,20240909,104677.3700591061
ZETA,20240826,70765.40979636708
IMX,20240407,214715.78571604466
AR,20240317,162706.32950598857
BANANA,20240118,26789.340235996013
USTC,20240320,183985.9353770668
SOL,20241210,1857108.0373352058
MINA,20240810,134340.93169664007
INJ,20240103,654806.799265321
BLUR,20240404,319361.85528871097
TURBO,20241126,96006.64413972945
RSR,20231206,193394.51592832056
GMX,20231012,321210.2436650301
TRX,20230809,487740.96020204044
ONDO,20241116,152787.95800079653
PYTH,20231202,360515.7843252124
MKR,20230801,502834.24042525946
LDO,20231110,755293.8330521687
OMNI,20240925,105120.51556719486
APE,20230423,44729.3189693877
SHIA,20231207,11549.05344231419
CYBER,20241203,51301.71931889236
MNT,20241111,154064.41290889424
HPOS,20230904,50663.362662924344
OGN,20240924,63902.002880760985
SUI,20241006,323096.1511123756
LINK,20240429,284058.9701225761
AVAX,20241204,463298.39568015403
RSR,20240301,150273.82147639396
TON,20240803,96554.13994737125
CFX,20241129,96711.44170944547
WLD,20241125,258960.354188874
LINK,20230610,279757.2236616656
kBONK,20241122,119591.72005927717
ETH,20230924,3275119.3216361604
SHIA,20240301,10216.936815345325
BLZ,20240830,70413.05183917815
FXS,20241002,119187.71547328297
BNT,20231223,200443.6523894586
POL,20241204,114851.18504284944
UNIBOT,20230928,112436.0062100171
BNB,20240907,429427.5297337503
ADA,20240226,306591.85969500884
PENDLE,20241114,62385.54474138916
HBAR,20241121,112032.86194438701
SUPER,20240215,137172.74146324492
FTM,20240502,147070.56452888026
kPEPE,20230629,110296.04629180084
PYTH,20240816,116590.0762519846
BNB,20240207,896989.7918731427
YGG,20240220,71594.1649359543
REQ,20240301,32560.36140943176
ATOM,20230823,489785.03191204765
ILV,20240303,99322.61732013647
LDO,20230827,492443.3615887588
HPOS,20240925,10309.638083648457
OP,20231025,646801.5866673703
INJ,20230918,661556.7524604347
SUI,20230517,42472.08139620162
DOGE,20230425,38756.20629576296
DOGE,20240404,143062.22694807613
INJ,20231103,635658.8405353492
AVAX,20231030,650074.5282193002
BIGTIME,20240317,144682.7506649127
STG,20231203,454936.98305238335
MANTA,20241005,162393.284502487
kSHIB,20240731,129571.32719750413
DYM,20241019,127379.2177174575
FTT,20241109,20142.216363663618
SOL,20230626,129443.22343478177
ETC,20241116,118595.12768996954
UNI,20231129,870745.6578798357
INJ,20230617,38537.07810043505
COMP,20240127,219248.05814187953
DOGE,20230822,485205.62989459775
PENDLE,20240214,24634.115489970445
BCH,20240210,481730.0145028869
ATOM,20240102,821448.5969082995
SNX,20230630,37522.04315079733
MAV,20240726,99587.348869868
TON,20240315,178867.7294733055
GMX,20230615,214362.36961709577
REQ,20240202,13885.181216927185
MINA,20241117,78761.93617445989
TIA,20241208,142359.18612783315
FXS,20240203,189861.18250134127
LOOM,20240826,84985.85539933569
APT,20231206,918697.294712735
PENDLE,20240218,55700.30570490937
NEAR,20241004,195788.25268710952
BLZ,20241006,87605.66714751598
ALT,20240210,252410.07355097617
SHIA,20240924,0.0
kDOGS,20241124,146126.1350898409
OX,20240316,13132.333517122614
NTRN,20240810,108020.36481296291
INJ,20230611,282039.7384739161
BNB,20240302,515681.79697199306
IMX,20231130,459594.5147751529
ATOM,20241012,150902.12975420852
SOL,20240724,900934.762135294
OP,20240429,220817.18781214478
LTC,20230729,489837.4299170531
UNIBOT,20240730,0.0
KAS,20240406,176621.6606547149
PIXEL,20240806,128166.57747760527
TRB,20240108,167776.4373205024
NEO,20231224,415477.9863118642
IO,20241022,164097.00655642877
FXS,20231222,169102.75625963724
BRETT,20241020,121518.72234352247
STX,20231209,406487.0533416986
SOL,20241025,1489264.5860228403
ORDI,20240308,278311.6703438555
BADGER,20231213,252810.8321919995
CANTO,20231115,79099.15517326404
PYTH,20240804,87857.83147144604
BNB,20231115,1557865.5265714957
IO,20241115,62956.097025761344
FIL,20240106,720616.4417193756
MANTA,20240815,169040.2931121999
PEOPLE,20240903,204246.41300545563
DOT,20240728,223246.72253654405
JUP,20241203,120357.61515514152
kBONK,20240424,110383.72691691884
MEME,20240921,141421.88322275347
SNX,20231001,195687.61426128764
FXS,20240909,126763.23357500248
ATOM,20230824,488923.90030629444
GALA,20241003,154151.10330822365
GMX,20230724,84253.39938432393
TON,20240308,214024.1299060571
LINK,20230925,617323.9233825734
WLD,20240816,204277.59721034343
NEIROETH,20241026,250527.43372185456
SUSHI,20240427,154000.32905286588
DOGE,20241024,297134.2841238108
W,20240415,63704.49322998243
RNDR,20240102,346507.84283699124
RLB,20241114,27419.639190050515
HPOS,20240807,10113.017411421772
MANTA,20240912,168852.05797610912
XAI,20240313,300616.71373476594
ATOM,20241029,151140.02381064018
YGG,20241115,79648.46531304745
FTT,20240802,24625.188227996317
CFX,20230610,287014.5401161616
NEAR,20231106,419701.29553954554
IMX,20231128,456075.5721902724
RUNE,20240102,92623.1338191411
MINA,20231218,401050.96499835956
ENS,20240909,125778.88026726781
MANTA,20240123,246886.37318636515
JTO,20231226,576827.2887655089
AAVE,20240409,177637.45612661753
HPOS,20240120,21021.77607372085
BLAST,20240817,214193.7354558992
ATOM,20240227,282141.5842811361
TON,20241014,101734.88130334794
STX,20241117,72269.46697762566
NEAR,20241123,178898.45305325981
LDO,20230805,509425.5162390309
SUI,20230505,37133.32707551291
DYM,20241107,122507.83892804752
ORDI,20240112,335988.7688526236
STRK,20241104,122625.9673985052
XRP,20231024,1092695.2183231555
MYRO,20240803,64077.22012813797
RDNT,20231010,193799.97840928307
STG,20241029,118721.14829189803
HMSTR,20241021,293225.71832697524
FTT,20231018,167711.2198532375
ENS,20240229,268537.51748284936
AAVE,20240428,124141.47663216482
ETH,20230525,282875.6700194084
CRV,20240103,728583.8530440917
NEAR,20241023,148726.652938757
SHIA,20240929,0.0
APT,20240929,140044.83359723137
ENA,20241011,104541.03028796878
ARB,20231109,838398.0372609243
kSHIB,20240729,160548.677654995
EIGEN,20240830,17655.711248587006
EIGEN,20241127,78391.93917143386
APE,20231105,639668.0549127313
SOL,20230807,1381388.8935884687
RNDR,20230911,330362.26777677546
RUNE,20240917,186065.25693592674
CANTO,20240215,30317.623017543367
LINK,20240313,360578.3623989507
HPOS,20240402,12611.671969558518
RUNE,20240306,163020.2013377359
BADGER,20240801,63402.95000014167
NEAR,20231208,496883.6978018452
NEAR,20240420,55907.74104630924
SHIA,20230914,45881.210514794024
FXS,20240417,94366.26423775227
MKR,20241015,213870.42476371586
BOME,20241003,166810.63323374695
BADGER,20240716,103328.68630821734
FXS,20231208,186086.76807713186
PEOPLE,20240403,256503.4029088537
STG,20240719,138627.1338993699
GMX,20230704,41857.699763555676
FTM,20240313,182758.57377301186
NOT,20241017,159266.1125599116
ETH,20230725,470637.0803009838
kLUNC,20241118,119459.97459403245
BANANA,20231128,26512.70007873868
STG,20231117,439217.2927583872
kPEPE,20231020,641418.2831626589
DYDX,20240804,189360.67412294523
kBONK,20240817,176721.10746507288
PYTH,20241031,84303.5064412306
RDNT,20241208,44648.83704866563
COMP,20230718,184360.4197394106
LTC,20241013,217075.57373328318
ENA,20241111,146673.97289091232
LINK,20230523,132526.42389050897
FET,20240718,152605.63716938646
GALA,20240407,194407.8962915488
GAS,20241020,109778.85997819714
FRIEND,20241020,0.0
AR,20241018,106085.69959337552
MINA,20240731,90390.81594877309
RNDR,20230921,333324.0846525657
PEOPLE,20240926,120829.64194124585
XRP,20240915,476120.2385869213
JTO,20240410,173056.06542867827
COMP,20241106,142629.5067544506
JTO,20240313,226721.97299694404
ADA,20241105,183907.66259470678
BRETT,20240714,183534.01712403257
ORDI,20240808,132685.74861152883
CATI,20241126,80520.53813853281
CFX,20230825,481177.4574812709
ARK,20241113,26819.600155148833
NEAR,20240229,208969.5537066567
INJ,20230707,128553.64952943045
TAO,20240503,63994.249294560774
WLD,20240331,229614.6177133438
SOL,20230602,375267.00115442387
DOGE,20230503,44191.5212861761
BSV,20241103,64142.12878824275
AVAX,20240315,296537.9558539141
TAO,20240714,58619.24543925009
STRAX,20231206,293654.52734792576
SEI,20240413,133219.40933429578
DOGE,20230811,494406.44621672464
CANTO,20241016,0.0
JUP,20241127,128130.59153207797
DOGE,20240811,481782.1890877656
LISTA,20241125,79888.77588606425
RDNT,20241103,107310.7339516781
SNX,20240929,221584.04280022386
PYTH,20240824,104119.36497385513
BTC,20241006,2240456.5000302824
STG,20231215,409604.42680863873
SNX,20240413,134775.29811667337
MINA,20241105,126678.38794960298
KAS,20240430,105979.54648845844
ORDI,20240403,316733.61663553
COMP,20240414,87655.09058012711
FXS,20231127,177467.08946275516
MATIC,20230817,488942.27549531823
XRP,20240220,529502.363026869
GMX,20240119,272075.54030992906
kSHIB,20240103,804328.106720296
PANDORA,20240723,0.0
ORDI,20240829,166583.92980736596
ZK,20240929,97124.38887622717
DOT,20240930,217700.40684992904
kPEPE,20240408,198544.25035874237
FRIEND,20231008,52456.9708513068
RDNT,20240817,131358.7794230411
TRB,20241207,111128.57147814616
TRB,20240128,141335.8564458446
UNI,20240319,325509.799462498
BNB,20230619,87347.06478214005
MANTA,20240502,245781.65437397975
SEI,20240820,203555.86557714854
kFLOKI,20240914,117332.87151015174
PIXEL,20240311,410337.0497528934
ILV,20240420,110670.2862508663
BLZ,20230917,315864.4587230811
NOT,20241024,173142.35372086594
HPOS,20241007,11486.763801764697
GALA,20241029,175467.41864206328
OMNI,20240906,121310.76747566993
NEO,20240316,186034.98028578996
SEI,20240827,143957.6015041045
BRETT,20240925,85657.28753628374
ZEN,20240411,134920.40437363807
JUP,20240225,155997.2824534993
COMP,20231022,633072.5503680874
YGG,20241126,79328.10450218296
RDNT,20240313,147220.28850493854
TAO,20240818,59293.625433686204
DYDX,20230819,200030.8230135632
APT,20240206,279523.62270671054
ARK,20240224,70208.23156446828
MAV,20240130,146834.98074255744
IMX,20240917,189823.07269621518
SHIA,20240229,9258.695771105204
REQ,20241004,19879.61352293401
SUI,20240323,238118.8578879956
WLD,20230829,493065.92576146167
SEI,20231230,331550.8652285317
LINK,20240410,251153.64801876387
PANDORA,20240215,52941.55290039268
RLB,20241021,8675.10373225109
FTT,20240120,225262.57138657547
IMX,20240227,144041.84492398653
ZETA,20240816,58672.589387862354
AAVE,20240916,344127.21463046316
MAV,20240304,76137.17685300812
BTC,20240121,1283147.0538566797
STRAX,20231120,256430.85110523176
CATI,20241003,135706.70910618262
APE,20240823,96390.98834507473
STRAX,20240203,159024.99491240887
APT,20230914,668565.2398405209
ATOM,20230702,97995.8942499218
MKR,20241203,166403.28106573902
DOGE,20240807,139745.76306867905
CELO,20241119,102475.22285838398
SHIA,20241023,0.0
AVAX,20240829,215250.50719548514
BTC,20240828,1443365.234657863
AVAX,20240715,241178.490128929
LISTA,20240718,285935.33399599156
FET,20240822,154397.10387036623
LTC,20230812,487933.38356151636
MEME,20241127,136912.33032314057
LINK,20240817,368326.60513347527
BLZ,20231211,281405.97452397837
LOOM,20240307,124007.17901696727
OP,20241005,303477.7773463199
STX,20241028,89205.87038467429
WLD,20240826,218851.3634992989
TIA,20231231,484689.46539443213
RLB,20231228,59639.755306945095
LOOM,20240726,95177.36523729011
AAVE,20241121,216955.27038811517
REZ,20241025,257670.2881149908
