dt,hr,med_spread,med_buy_sz,med_sell_sz
20240809,5,0.019452414530940487,134410.736681,125009.12655300001
20240902,19,0.011626555051758025,237714.60083500002,199743.68665350002
20240913,15,0.02329102131128913,246315.83837500005,246423.965207
20241202,1,0.0043699608888392305,128993.69122299999,155530.095414
20241014,0,0.009650646593328815,150420.500125,141188.38550099998
20240502,18,0.02403268445085871,149601.100493,148882.22116949997
20241028,14,0.009722424772751204,207808.405732,199407.58542800002
20241023,13,0.009031384059610126,192202.742111,194138.66964599997
20241109,9,0.008927774305877989,199603.83370599995,212205.03057800003
20241012,2,0.009204289198772031,141511.3880785,167107.8321625
20240426,20,0.019132164995783185,100035.05091900002,104279.36565800001
20240422,13,0.02926972047416765,113872.47053700002,99667.741439
20240403,11,0.025972339567992275,152490.3414795,178350.327716
20241023,7,0.013384491862100667,139986.4585465,177022.00682950002
20240911,20,0.023966446974243993,238461.471399,222123.64902799993
20241026,17,0.014261266400450445,216662.1109555,214861.74030099998
20241022,19,0.004387889425183644,140727.789905,123996.366724
20240405,12,0.023180343069073572,147610.69354600002,177771.723465
20241121,3,0.006204500397244406,87233.647715,137474.048313
20241102,2,0.010278812803909965,250375.57305399998,256916.42336249998
20240803,13,0.013322675193183642,144652.7688875,119995.96562199999
20241116,22,0.021343806066387305,155149.91212549998,149735.19686999999
20240804,19,0.024131274131278246,158723.257974,130159.43269099998
20241105,3,0.021929824561417455,211744.320838,249649.83931200008
20241003,2,0.01785953475912372,117921.473887,93835.614174
20240530,7,0.02111104409192599,148489.621184,186795.71061850002
20240513,8,0.029938839447496424,187737.636838,193176.79396950002
20240528,14,0.03182842033100375,163122.83472400001,139106.793169
20240508,20,0.03433476394849588,90811.435538,86060.731393
20240525,3,0.01740467315841654,153004.9968885,142144.095694
20240528,5,0.026145499710328313,134329.21594099997,146967.25589649996
20240823,7,0.01563069869223721,213904.84649599995,196831.43155799998
20241027,23,0.009358476440035624,251432.211733,222798.035538
20240915,16,0.017582932833204445,123373.14142499998,120597.527156
20240809,17,0.014589310898216468,148606.44477100004,148073.677772
20240405,6,0.022862368541365363,145644.36180100002,184323.20793899999
20240605,12,0.014411713841000484,181489.115806,171622.788013
20240607,8,0.006226843924150849,206919.356563,226082.573193
20240613,20,0.011679059446412232,212062.72715350002,242125.6146795
20240614,17,0.021108624984167434,180868.107907,217015.390503
20240810,4,0.014733326785187906,120959.78759800001,110627.73799
20241107,17,0.017839621800019856,194463.9958195,201438.88256500004
20240613,12,0.014927044072088336,188747.55165000004,199080.86663399998
20240806,12,0.02056132414927081,118845.12688599998,112928.77625199998
20240907,15,0.02457002457003643,220505.270076,219147.73888099994
20240603,5,0.01568898166296462,219552.33559100004,195200.49779649999
20240725,10,0.011232589486298572,155471.97010800004,174711.2901945
20241010,7,0.014905351021021751,190269.01696,178935.148131
20240629,5,0.017546168355475622,170489.93162699995,188834.830765
20240623,7,0.009482268158556018,191074.96119699997,202129.374365
20241205,23,0.007017215568860813,189637.07604999997,226148.92569100004
20241003,18,0.014949917775441968,132652.68014299998,118572.17105300001
20241022,8,0.008335764597999784,161361.443839,112458.50782899998
20240427,16,0.042806553294161276,96986.11247699997,112812.98380600002
20240930,22,0.01599040575654964,169780.09344399997,132179.78847499998
20240503,10,0.019232618585030004,119653.42532349999,103425.95109
20240718,21,0.015084662669240245,140886.280429,140326.8012725
20240406,14,0.01798116473902267,168103.42597600003,169893.6617925
20240831,16,0.017342042892676268,238681.2772635,206713.09875500004
20240408,18,0.020643243466422767,136043.837831,159835.65305
20240725,18,0.018577691907539773,151415.549593,150800.209101
20240902,8,0.02390914524805776,130072.02794849998,130691.50300000001
20240721,6,0.00988207391792173,154590.724712,181922.14953699996
20240720,8,0.0032105820785277572,144228.68862700003,166409.88900299996
20240928,3,0.012667848999248221,135105.837671,129665.368873
20241112,2,0.015437458994260744,163857.688089,212460.93037299998
20241209,22,0.007775445227797828,169268.7439,190938.16528749996
20240809,14,0.024320249039333497,126310.148991,113046.214525
20241108,7,0.017817371937622895,190859.74678550003,217060.80161499997
20240725,2,0.014932059130945419,132819.366522,143216.894206
20240527,18,0.020379050336249982,149281.66081299997,173640.07988900002
20240513,19,0.029073389541878214,226653.640778,224063.41884699996
20240509,19,0.020374067886397285,167202.59568099998,167050.94516200002
20240505,4,0.01846176568327529,144171.30635149998,140559.46439000004
20240801,23,0.0162899613113332,143893.38431549998,142536.82229649997
20241010,13,0.010122482032581814,166665.31930499998,150716.22655750002
20240403,15,0.03442933379238511,138797.7903315,177511.9156255
20240418,1,0.042909246942701706,103443.75917199999,97745.95027100002
20240910,11,0.03431316481756763,254200.27369899995,218892.04455900003
20240601,10,0.011641104740833796,195391.986336,180646.083086
20241028,9,0.018996960486328263,226113.368646,201221.33485299998
20240617,21,0.017048118313933713,203235.00104500004,224834.810811
20240625,6,0.017798344753949813,175780.34004000004,181195.11435699998
20240809,9,0.01434445825763131,132329.633782,126637.36715400002
20240630,6,0.023006487829579925,170334.16383900002,193825.35830900003
20240701,5,0.016794726455882092,197276.908133,168969.82039500002
20240712,17,0.013246202755201608,173584.86681399995,168580.37627700003
20240412,13,0.03863894324742656,116370.49944750003,118999.49488500001
20241013,0,0.0046053237542587055,154437.65507200002,159190.12799700003
20240726,6,0.021305305020957732,179660.32915299997,161779.41898800002
20241118,5,0.011823592007242922,107329.25445699999,105235.32251299999
20241004,20,0.013878608438200324,137266.09542899998,138539.94698899996
20241104,13,0.005534646889526762,254021.12228500002,263302.941181
20240419,6,0.042220814861737566,120086.67790899999,122529.24517
20241123,13,0.001964173475799136,123413.538878,125249.23389399998
20241009,3,0.019107215373093123,152645.1525485,157711.36129499998
20241128,17,0.0023649048125573557,198559.3413345,211666.58709599997
20240419,12,0.04741262530478796,116119.229303,109381.67233
20241001,14,0.02087857023549411,82390.73844500001,101589.52751200002
20241031,23,0.014780509434886291,235117.30809300003,239761.74759249995
20240916,9,0.0180701120347182,158785.00988799997,149387.556158
20241124,4,0.004188130837201598,126644.12101,135446.883737
20241015,10,0.008798944126708896,144444.95231649998,133660.19591300003
20240407,2,0.03018672646513121,141154.92134149998,156614.02379000004
20241207,23,0.0021459687976177477,234692.2742355,221974.553168
20241111,3,0.015157256536579844,151571.804546,127058.19558499996
20240806,6,0.019557033244810285,113598.96299499998,78394.648251
20240825,1,0.01862197396959031,149088.9853035,148531.41879800003
20241006,12,0.019481784531438784,155602.65393700002,158272.36615800002
20241116,11,0.014897949049030856,135317.23284399998,149265.11982600004
20240503,18,0.022544525437750984,121263.111503,117844.404862
20241126,2,0.002276296920178389,177704.084034,226866.26336050002
20240731,5,0.015508684863529965,196409.7677425,206240.159142
20240516,6,0.028138441130365344,192968.46182400003,176621.8729305
20240520,4,0.02304944105107065,190372.523385,198560.233388
20240521,23,0.03942320814844802,189774.00556100003,178920.5652885
20240520,23,0.049577762734365205,151095.622522,127044.533692
20240515,12,0.028793550244743393,100090.22459600001,78096.186334
20240516,3,0.024276755046825915,266931.7041065,253698.1515645
20240518,21,0.045822514128612823,271480.049882,262170.015512
20240816,16,0.01724336130588533,125118.28508899998,122194.29409
20240722,3,0.01256597134959847,129609.38778,169212.32200800005
20240721,20,0.018897637795278754,128890.10044299997,138038.242529
20240720,7,0.009409698262330402,116622.42652500002,165544.72048999998
20240604,23,0.009042272626580417,177520.292945,201911.32132599998
20240603,9,0.017761463544596623,154231.680823,145551.88188600002
20240608,12,0.010813928339703516,170592.362915,222834.11679200002
20240607,7,0.009381156383869715,209232.59596299997,217530.01939499998
