coin,dt,avg_sell
DOGE,20240307,232954.12702353578
LINK,20230809,466113.9386762959
BNT,20240106,166463.15500593782
BADGER,20241001,86571.47733839625
AI,20241113,58675.7596116976
BOME,20240321,164406.3883237449
kSHIB,20230816,474632.5723637376
DOGE,20230502,46029.652139408536
RLB,20231023,104923.45356709833
kDOGS,20241127,174180.38366769714
ARB,20230728,469859.6006560291
BIGTIME,20231205,111824.31235337048
SHIA,20241205,0.0
CFX,20240219,267361.6209494216
FXS,20240107,172744.8555685223
MEME,20240901,150107.8537878546
BSV,20231110,435519.35630280257
SNX,20240917,227053.2263434949
GALA,20240909,162112.829651797
FIL,20240919,241322.15618808047
JTO,20241206,104986.37135834903
HPOS,20241031,15020.248284434236
STX,20231030,322778.61822526617
FRIEND,20230908,56878.8485465734
BCH,20240304,363397.8565092991
TAO,20240824,89583.25052979199
ETHFI,20240425,104334.55447707222
PENDLE,20240202,76131.90138407312
APE,20240223,86894.06650367027
PANDORA,20240409,50516.34140624103
TIA,20240330,393355.3992499111
MATIC,20230927,603044.4277866243
LISTA,20240811,259424.37977068312
JUP,20240128,99426.54527277747
PEOPLE,20240222,343723.5823176087
CYBER,20240912,83817.89809723
PENDLE,20241130,83142.99882309936
kPEPE,20230729,484469.6579140974
LINK,20231105,666698.9166429339
JUP,20240424,148920.45847458104
BOME,20240929,168428.83613878553
BNT,20241202,28508.57519243619
ZETA,20241024,91361.07239711918
TIA,20240423,264373.0409293736
MANTA,20240724,156332.24596281126
GMT,20240813,173705.14613253108
CFX,20240129,557308.8495168145
KAS,20241026,90693.27745770189
SHIA,20240209,6735.760052515762
MINA,20240411,192622.11231634373
TURBO,20241123,105152.17623649597
ORBS,20240313,96277.59137074684
APT,20231017,631041.971074556
IO,20241019,187218.41764479154
ZEN,20240813,72032.0104395533
STG,20231120,438662.98188067006
SEI,20240719,166263.88103819077
NEAR,20241126,172089.29561027428
IMX,20240303,167447.47408342303
USTC,20241009,147815.0357847911
BLZ,20240208,149260.37471957135
NFTI,20240306,13671.716743947356
OMNI,20240824,108261.24890698222
KAS,20231105,183446.31728814682
CHILLGUY,20241129,37884.678132998066
kPEPE,20241101,854562.3719095527
RDNT,20241006,113332.42851814767
DYDX,20230929,318301.519069138
USTC,20240913,148385.53682303784
TRX,20230806,476787.664173652
FET,20231220,389074.79952510766
ETC,20240202,572148.2262122373
POPCAT,20241123,204992.85585223947
BSV,20241015,72218.92035333854
ARK,20240221,65599.01958309609
PIXEL,20240824,144802.06475747464
DYDX,20230417,37194.60643081726
AI,20240227,501307.9578968789
RNDR,20230914,332946.9975381512
UNIBOT,20240310,12992.573545156405
MERL,20240907,108594.10658112465
MOODENG,20241104,116403.2643378872
AAVE,20231030,642549.1112236732
FIL,20240119,501233.07180611417
APE,20241005,77507.89903049088
GMX,20230805,193837.01400261276
EIGEN,20240817,38203.91007673687
XRP,20231225,1641951.467685378
OGN,20241115,41685.986617218245
SNX,20230911,190342.52624022312
FTM,20240225,149228.53400829772
INJ,20240829,249543.85951967226
GMX,20240913,75224.53151866945
RENDER,20241113,79508.12164790464
PYTH,20240818,113951.95500778954
kSHIB,20231204,958562.0448066103
PENDLE,20231127,267221.6122021263
FXS,20240118,112473.22673056705
APE,20240421,91796.41221812484
RNDR,20230630,37102.611114916326
SEI,20231203,456056.2925341808
CRV,20240803,165671.23870390654
OP,20240312,329895.969419516
ONDO,20241004,101917.9681373392
RLB,20231206,119140.2622860429
WLD,20231121,369976.28759852645
BOME,20240924,177114.92148165157
KAS,20240330,154916.6985730949
NEO,20241116,114618.57441285592
MAV,20240906,88985.60500109702
STX,20240922,145751.44914103346
BTC,20240119,1869085.5441589977
ZEN,20231218,244636.04217156715
BNT,20240913,44891.62924042997
CAKE,20240226,135138.95454215046
SEI,20241205,182033.27105291918
USTC,20241206,58834.0897420194
WLD,20240416,146019.73756239333
TON,20231209,497782.31187117874
JTO,20240423,154706.68664683372
CAKE,20240729,149486.8019146286
BADGER,20231114,234412.6729057027
FXS,20241113,70529.99405034092
FTM,20230626,111188.54642701408
DYM,20241205,93540.59844842565
LDO,20240320,377506.994513283
ZRO,20240426,9621.849700821804
GMT,20240908,175910.12934505555
APT,20231130,910474.2703923136
ZRO,20231103,19030.101284302473
ATOM,20240221,244951.79219058488
FXS,20241022,113356.36969197611
CAKE,20241111,98910.87913698408
YGG,20230817,576199.871066729
BSV,20240225,54805.37800436517
INJ,20241120,132330.39818683962
LINK,20231026,570276.5414616271
kBONK,20240724,167635.59097474517
LTC,20231202,884299.9165107735
OX,20230913,42438.51837489319
RLB,20240205,12608.455977944945
GALA,20231224,823482.8604873766
BANANA,20240202,16559.883504042453
SUPER,20241117,105041.46753125919
RDNT,20231006,196109.9404151371
FIL,20240905,251589.76260998027
WLD,20230822,512524.83496780833
BNB,20240918,443795.90435236995
ETHFI,20240803,70569.52913962043
YGG,20231225,416472.4868557855
MATIC,20231215,838470.917322839
TON,20240918,123081.67370100162
STRK,20240718,75742.76262226635
DOT,20240730,224878.11025091674
IOTA,20241205,81695.35981536967
kDOGS,20241001,118455.90464718764
LDO,20230825,480149.3662459941
ETH,20230926,3306195.602645775
MERL,20240922,116247.74486419043
UNI,20240807,101626.26773647145
FIL,20240208,669241.580465421
SEI,20241128,162063.202793018
ENA,20240808,82743.88609375071
APT,20241003,116281.02348537525
MINA,20231102,326986.9910952129
kFLOKI,20241209,289134.4790645135
W,20240927,79166.30522213413
GRASS,20241124,96628.06213750785
ACE,20241120,73554.18870653537
RNDR,20231001,322436.37103204586
BTC,20230806,1361441.79258413
MKR,20240429,197570.5322777804
NTRN,20240308,142570.41923602432
MINA,20240419,100926.38601798589
BLAST,20241015,165869.15916844775
WIF,20240330,202772.91423453123
OP,20230422,40850.000698769145
RDNT,20240921,84408.28347883535
MEME,20240905,145614.42795088733
TRX,20240325,201103.98537873052
NOT,20240824,148331.88074933094
AVAX,20231109,841018.9653283336
TIA,20241203,137580.66766673647
JUP,20240410,231415.98029171364
GMX,20240225,78752.9825477041
OP,20240828,254155.2987358602
PNUT,20241201,207472.38322242844
LDO,20230806,470276.39907085313
TURBO,20240909,150516.91286941286
ACE,20240411,129378.36629876282
BNB,20240324,566844.2839020083
RSR,20241205,73765.36606788143
MAVIA,20240404,129817.21164174119
USTC,20240323,221581.52748857794
CRV,20231016,592192.4897583688
kBONK,20240323,140876.65395311068
APE,20230711,192873.4372607754
BLUR,20240213,293568.1292028412
TRX,20240406,168411.09874291308
BNB,20230618,76943.58091331617
LTC,20240902,241890.96029430075
CRV,20240715,167646.84392139164
STX,20240302,131286.3972390019
REQ,20231027,196030.58959405945
RUNE,20241023,193156.18547942644
SUPER,20240731,106608.98903101732
APE,20231025,614314.3031605376
TRB,20240423,76432.51375041423
IMX,20241004,172876.94633152286
STRK,20240305,166370.85744242472
INJ,20231204,858229.4191923133
UNI,20240914,175188.43291899044
ETC,20240303,343851.6754978725
OP,20241001,258417.8888925465
RUNE,20230914,642307.7521269625
SNX,20230824,192989.330423502
AAVE,20230721,174759.9767286595
MATIC,20240212,285278.90867010504
ARK,20240229,15815.83564758021
kPEPE,20241109,848489.7583355565
SEI,20231128,383613.0956011026
OGN,20241021,65731.48740721545
SOL,20240406,1101652.4816496281
PIXEL,20240831,174921.42547849074
YGG,20231112,382069.54907899885
CHILLGUY,20241207,71493.087652111
GALA,20240221,180419.1502492201
COMP,20231020,645769.5049477974
MEME,20231223,398659.8939919063
YGG,20231029,326443.3877768036
SUPER,20241105,86156.90243787745
FXS,20241128,74995.41710584085
REZ,20241208,120988.87404514696
UNI,20240327,328120.34412144724
AAVE,20241120,200571.5365927237
RUNE,20241027,210397.99767912316
NEAR,20241113,148236.65896852588
DYDX,20240811,171278.31674326686
DOGE,20230706,114017.67395121467
XAI,20240330,390570.7083365564
ENS,20241113,89056.69254796428
SEI,20230913,659121.9702810269
FTT,20240816,13489.642461539284
NFTI,20231228,45110.53526056339
PENDLE,20241002,112876.53593555033
DOT,20240306,389535.16082936793
PIXEL,20240902,160268.54403241217
SOL,20240716,877543.6865244779
USTC,20241210,50610.05317427522
IMX,20241023,176667.91934719885
DYDX,20231220,614184.0559405442
MEME,20241129,134198.90473248714
UNIBOT,20240321,15383.851644926035
RDNT,20241202,94495.37204395256
CRV,20230924,561101.6268707613
APE,20230825,478364.7705676836
MKR,20231231,787626.8062701133
APE,20240410,116963.2088494017
kPEPE,20230518,77570.12796107148
STG,20240229,133431.46415173053
MEW,20240912,255694.89632173072
TAO,20240328,177112.45147132833
OX,20241113,0.0
PENDLE,20231123,272030.6192383757
OGN,20240107,167828.30623647195
ADA,20240920,221353.85266503438
CYBER,20231025,238705.92403463868
NOT,20240804,115438.26456213125
DYM,20240214,199254.10497530742
FRIEND,20241108,0.0
SUPER,20240222,108736.16888133441
LTC,20230515,41052.696074776315
PEOPLE,20241117,89277.27493051997
FTM,20231101,615322.9654939022
FET,20240416,137383.2337594326
POLYX,20240913,108209.869056368
JUP,20241208,124750.22651741559
REQ,20240917,24300.69472758008
MINA,20241018,170844.28263552947
FTM,20240106,848654.9200024243
PYTH,20240906,110921.7451911577
kLUNC,20240828,168226.48861663576
ZRO,20230920,63337.17264748779
YGG,20240930,104475.71240848546
kPEPE,20240311,223875.08573107168
RDNT,20231005,196147.2871246999
OMNI,20240804,116027.08900689341
ARB,20241119,103149.46660417756
SEI,20240107,353423.40386258543
TON,20240606,151141.3228946413
NEO,20240608,164422.7392963716
NEAR,20240608,95362.56988557168
FXS,20240610,91657.37312722194
ENS,20240608,138812.05475910034
ORBS,20240611,118332.779900395
ENS,20240610,132959.29176009164
SEI,20240608,233670.0031148359
kPEPE,20240614,405048.82528177113
TNSR,20240613,113655.23209436279
GMT,20240606,210624.32042960575
SOL,20240603,983423.7810060892
BTC,20240611,992327.3618638129
kLUNC,20240609,293485.16025038564
TRB,20240602,124150.52793569773
ZRO,20240606,8712.952081308815
POLYX,20240609,103942.96060611373
SNX,20240608,177484.78691135827
FET,20240614,195967.5648452433
BIGTIME,20240606,144117.65361285763
TIA,20240612,196504.05918932072
SUI,20240611,236616.83242468123
FTM,20240602,188202.70108603113
kLUNC,20240612,266105.51188541576
POLYX,20240612,106772.01982307015
REQ,20240610,25424.544718539088
MANTA,20240609,322626.56554741494
EIGEN,20240603,55366.495646681724
CANTO,20240606,68164.84269677308
DYDX,20240601,269372.11557287694
OGN,20240607,142357.28696535042
BLZ,20240603,105023.99386252131
BNB,20240606,612202.6927684257
BANANA,20240613,11765.59090299383
BOME,20240613,176870.94337966782
PENDLE,20240604,122787.37307658307
RDNT,20240602,151507.91634324248
BTC,20240603,937103.2452609931
RLB,20240613,12874.550283740913
ORBS,20240605,119913.07512711898
kBONK,20240602,202394.01115335638
NFTI,20240610,13779.95146610515
REZ,20240603,228078.81515096786
YGG,20240604,140727.62139988015
MYRO,20240606,97425.37430876309
CFX,20240609,158165.15523060763
APT,20240610,201783.6005776731
PENDLE,20240613,127348.23921480935
IMX,20240613,186359.65631175216
KAS,20240602,138225.23179840684
DOT,20240607,265989.8110447125
IMX,20240604,188952.86633872002
TRX,20240611,173092.5454429658
EIGEN,20240611,83321.77360631472
CFX,20240602,143757.87671258269
ARK,20240604,95372.487952593
kBONK,20240612,184473.7104885985
LINK,20240609,415156.24860399164
RSR,20240610,150027.81141288785
AVAX,20240606,231011.18900282684
SUSHI,20240612,205996.2099655788
FIL,20240603,246826.2979419994
APE,20240603,125504.33093825387
kBONK,20240609,229007.7816662039
GMX,20240602,106139.13053163674
UMA,20240601,148828.58733362338
TRX,20240605,179356.76269228663
ILV,20240607,85644.59474165957
MEME,20240605,130667.6061592088
RSR,20240607,136532.98299619945
MAVIA,20240614,100721.61761337996
EIGEN,20240605,74956.3018887033
ENS,20240607,123809.73025449565
GMX,20240609,118367.4963313271
TURBO,20240613,193327.25994922238
SUPER,20240606,128071.87666514832
RNDR,20240604,268162.27889515355
W,20240606,109024.658573673
AI,20240610,488189.06465552363
ZETA,20240614,137802.6730907132
USTC,20240609,155005.8688216619
GALA,20240613,146190.40957461818
RLB,20240604,12461.719717023345
SUSHI,20240609,251992.14856112582
MEME,20240603,128084.61049768783
BANANA,20240604,11563.131227323565
kLUNC,20240602,234455.70104072202
SNX,20240607,176975.7867388727
UNIBOT,20240613,14412.425310428454
APT,20240607,203582.26898160012
XRP,20240613,418861.9400884018
FTM,20240609,257638.81885181175
LDO,20240603,256795.22817679148
DYM,20240610,225377.23624476153
TRX,20240603,169356.47641556285
POPCAT,20240613,93259.59491543395
MAV,20240601,109394.292859919
OGN,20240608,152022.98931995107
ZETA,20240601,140826.39904591595
OP,20240602,235896.7586829743
CYBER,20240605,87057.72975723882
OP,20240612,305305.1096294644
GMX,20240612,102138.1362836768
REZ,20240605,272171.5842614456
XAI,20240612,203704.23322564087
BADGER,20240612,106109.82345576343
AI,20240607,421247.0822056161
FXS,20240607,87082.34566715562
ZEN,20240606,93521.84820627866
UNI,20240614,289125.35572086315
REQ,20240607,25296.23796336197
SEI,20240607,181893.40842803236
OGN,20240610,153974.8765030852
BNT,20240609,95556.49937237728
SOL,20240611,932320.1926836934
MATIC,20240610,347835.6441176589
LOOM,20240601,101898.05386953319
NEO,20240607,156856.03998673102
PYTH,20240614,165337.43512593964
NEO,20240107,408130.53648144496
DOT,20241003,225974.81033693478
ENA,20240419,148238.12518847606
STRAX,20240607,0.0
DYDX,20230812,193196.76192797092
kLUNC,20241127,141603.90200938587
TRX,20231226,817433.4059730432
LTC,20240804,242884.022148467
INJ,20230722,184160.59930551623
TAO,20240814,58079.21259834353
LDO,20240429,176518.03368615243
NEIROETH,20241124,117214.71176452705
REQ,20240407,35069.32733457015
MANTA,20241009,168532.46674336563
OMNI,20240809,117547.9256653541
SUI,20230607,324040.4125269027
BADGER,20240825,74767.90044482857
JTO,20240913,155465.15489564702
NEO,20241128,93233.41041960513
OX,20240607,14540.52229594395
SUSHI,20240117,406631.83797032514
FXS,20231227,158085.4928968608
kSHIB,20240715,239224.12147201353
CANTO,20240910,0.0
WLD,20240925,235619.2410156145
SUI,20240412,193539.27252539105
FRIEND,20230829,75740.71137144045
EIGEN,20240713,25240.401340112585
OX,20240610,14368.827333784031
DYDX,20231019,318052.9817032255
SNX,20241114,179168.23635761518
TAO,20240721,95335.3580351655
MKR,20240123,420532.42542371113
LDO,20240424,160983.67203234427
TON,20240324,319811.28652913746
ZK,20241003,109333.33811464357
RENDER,20241029,152415.42141190858
COMP,20230826,489911.513383711
TNSR,20241027,113159.82427029028
INJ,20231102,553341.9073664405
NEO,20240610,161952.16637569378
PEOPLE,20241121,91802.1583275469
LISTA,20241109,131366.53249531687
TIA,20240323,493286.1045069387
ETC,20240310,303513.27041962184
MATIC,20230429,42302.861566395106
RLB,20240805,10356.165319173553
INJ,20241016,251210.81515499088
AAVE,20240422,94803.54631320604
CANTO,20240908,0.0
YGG,20240725,118319.53890668132
kPEPE,20240806,391475.5388416652
SUI,20230704,71102.82941232996
BLUR,20240822,184628.2191587636
SEI,20240610,201701.48545098322
RNDR,20241107,0.0
BNB,20231205,1780175.4932308914
FET,20240601,162873.72160179677
RLB,20240417,13356.2109697208
SOL,20230711,157086.99792432986
NEO,20240915,105716.85824026345
CYBER,20240603,87323.70779854768
LDO,20230622,113945.50389135485
POL,20240918,575594.7968327883
LDO,20240605,232196.51090025532
TON,20240318,200441.09961027367
SHIA,20231125,11248.044820282681
kLUNC,20241025,226537.52557958092
BRETT,20240804,77236.4361169365
MINA,20240112,395712.58610014926
ETH,20240606,1365276.0292288815
BOME,20240805,99262.70686715747
MATIC,20241115,0.0
PYTH,20231119,34899.24936714682
ZRO,20230907,61021.943442041855
ORBS,20240208,160782.0771917134
CAKE,20240910,104866.98510806948
WLD,20231119,359163.7641696088
OP,20231105,665890.9960953017
SOL,20230607,319849.6098436185
DOGE,20240721,354211.4017709106
BSV,20241210,58927.16748797199
BCH,20240126,380276.23367451027
ETH,20241117,1894790.1451597416
BOME,20240604,168598.67264706257
SNX,20230529,351351.07993414474
ETH,20241121,2591681.5153140454
RSR,20241029,116868.40274775343
UMA,20241020,207082.0981902592
APE,20230828,497492.80793909397
LINK,20240330,294947.219893974
ORBS,20240815,82397.15321857287
PENDLE,20241027,148497.84213341682
PYTH,20240802,108768.58926945511
SAGA,20240608,196360.93712166356
KAS,20240609,133798.61296467812
POLYX,20231026,133767.1433847742
OX,20231117,30884.081794445236
MATIC,20230511,43591.02855979575
MKR,20240817,191492.3919495643
BNT,20240825,45908.28914390084
JUP,20240603,145969.4334061936
BCH,20231202,890930.5095625675
STRAX,20241003,0.0
BLZ,20240125,119670.72333005647
OP,20240609,345909.2035017536
TAO,20240331,132490.16404194676
FTM,20231006,659985.9293585991
POPCAT,20240604,108452.91296643026
APE,20231012,640081.6176566695
RUNE,20240613,190292.57197586188
INJ,20230818,458059.808491199
BOME,20241019,168739.72262304564
NEAR,20231203,441000.12711289147
SUSHI,20240602,229320.51194814502
STRAX,20241110,0.0
GALA,20241130,134615.92522578267
STG,20241002,156476.0098666659
DOT,20230913,646270.5753483976
RUNE,20240202,89109.66865368682
OP,20240722,247104.7288187851
SOL,20240429,766388.4766732143
ORBS,20231025,182962.2829700309
ZEN,20240222,98637.61643335693
ILV,20241115,64290.97071805659
GMT,20240318,277323.1944599449
BCH,20230829,517038.0280421745
POPCAT,20240909,78678.35048489828
MATIC,20240220,238665.02643299027
SUI,20240603,233613.0356043671
MATIC,20240608,285907.13937110244
JUP,20240429,122395.30734641665
ONDO,20240301,125666.96379249376
AAVE,20230728,487884.09817630984
TRB,20240612,103446.13184502981
REZ,20241129,131714.33094625297
STG,20240604,113688.45821402471
NEAR,20240218,164272.52191611202
SUSHI,20241202,65041.3880658383
BSV,20240722,77412.90520501634
UNI,20230904,828291.9123997028
BTC,20240801,889638.0345935684
ACE,20240922,116321.72811279344
kSHIB,20240903,229038.77541468383
APE,20240412,109526.4990577723
HBAR,20240926,123347.49963182461
CFX,20241206,91979.52953946438
BOME,20241002,154647.2139941805
BNB,20241028,282888.7252177881
SUSHI,20241025,131211.98140674905
APE,20230909,638283.1488808123
JUP,20240108,60066.30721517874
SUPER,20231229,165222.45211277631
ZRO,20240324,8041.774388501766
NTRN,20240403,230745.11197340646
LINK,20240219,272173.02417317237
OMNI,20240911,143305.7821818667
kFLOKI,20240809,128886.03760486364
TRX,20230909,651403.2304286503
ATOM,20230524,164377.78687011256
PANDORA,20241111,0.0
WLD,20240601,195312.2375956264
STG,20240405,147699.78342441106
DYDX,20240402,245989.75493821615
ENS,20240306,226618.52429981105
OGN,20241008,64630.683112805236
CYBER,20240410,141747.8473589342
MKR,20240603,203545.12033059826
ZETA,20240807,80225.71918153974
NEIROETH,20241122,85941.37728182733
GMT,20240729,190336.36714792467
MATIC,20230901,612657.2419423996
AR,20240918,107078.34777819089
CAKE,20240927,161547.49403831307
OGN,20231017,184788.9214395535
ZEN,20231124,257244.89475166972
STG,20240303,115416.10267770394
FTM,20240823,196299.58134385975
NEAR,20240610,83991.97455564182
NEAR,20240212,159952.45033422322
RSR,20240608,141183.86989099305
CANTO,20241117,0.0
MANTA,20240602,255166.9597990102
TNSR,20241102,122189.22157934323
WLD,20240311,410918.01136236684
AR,20240927,114288.72594114141
STG,20231208,481420.92343978083
CRV,20240112,681970.2387472119
AVAX,20230918,660014.4576517794
REQ,20241205,18592.85959814585
ETC,20240405,279460.29618650745
SNX,20240401,168165.71137109684
FTM,20231211,909619.1741734287
IO,20241102,231404.9431013195
CRV,20240315,374156.10578682594
FIL,20231213,825424.1802736765
DOT,20240608,269707.2237135708
SUI,20240320,312357.58917345305
BLUR,20240130,453093.5839022887
kPEPE,20240210,618220.1747219755
SEI,20231227,518084.263771631
XAI,20240423,186257.7504410955
ZRO,20241011,155538.02489326493
ORDI,20240606,217529.58155208075
TRB,20231105,322059.70883666707
RNDR,20230817,192013.29144163118
TRB,20241202,70686.74276998664
XRP,20241019,409445.55727125757
STX,20240903,129241.32943705116
MANTA,20241127,148245.8096683682
GRASS,20241103,84533.752600193
HPOS,20240816,10704.251666056025
REQ,20240227,24857.841588522668
DOT,20231108,859614.3616125677
CANTO,20240819,0.0
BSV,20240329,117799.60484396417
SOL,20241103,1408469.9050279637
DOT,20231027,652169.1364015406
SEI,20230927,660144.4923515039
ATOM,20241102,115064.1759865213
GMX,20240921,78037.7973418799
SAND,20241209,58788.29440876178
UMA,20240614,172428.25805253422
WIF,20241009,176012.5264534568
TON,20231212,493810.5795853088
TON,20240226,378747.5538294318
GMX,20240423,88270.52996417068
kSHIB,20240808,281506.3407354897
ZETA,20240811,54783.74918623531
NEO,20231228,421263.3736996093
MAV,20240402,119715.21735737969
ORBS,20240412,87772.84679928649
CANTO,20231124,74730.69307925954
BANANA,20231127,31103.00643694649
DYM,20240607,208817.88158967343
AI,20241022,145985.21536182927
MAVIA,20240601,125239.74868085326
STG,20240420,110809.31795145044
PANDORA,20240918,0.0
TIA,20240602,362537.9207697941
XRP,20230719,267537.77446488576
LDO,20240128,361766.447809011
PIXEL,20240331,290340.03066815576
MKR,20240611,221336.92751248225
ACE,20240315,140999.96379054766
RLB,20230903,65653.82997064074
MEME,20240817,132048.47588970198
NEAR,20240607,80137.91885674301
MATIC,20240607,326297.2258725857
BSV,20240602,95377.36061934521
SAGA,20240719,142331.63887589463
FIL,20240605,255382.68994586554
TON,20240727,78687.70783749767
AVAX,20230603,316123.8889147976
STX,20241204,114303.07762724994
BNB,20230603,315130.28212799976
STRAX,20240610,0.0
SHIA,20240610,10847.987401289352
STX,20240112,365962.5978244253
PIXEL,20240408,244053.48789740982
MNT,20240422,303015.1725760037
HPOS,20230819,73056.6271771536
RDNT,20241127,105140.24153549586
CRV,20240415,121028.33739633781
LINK,20230821,469089.55837582494
PENDLE,20231224,183347.44704366435
WLD,20240124,487693.83458403766
BIGTIME,20231229,229669.15538868922
ACE,20240907,127641.48917838212
APT,20230927,646099.7625364686
FXS,20240608,87972.0852947419
CYBER,20240125,109560.06232114711
POPCAT,20241002,91903.44235743755
AR,20241117,89030.2851343332
TRB,20240329,137044.9231687379
XAI,20240418,175779.18589261957
MEME,20231226,383432.5135990878
LINK,20240612,406904.2206046335
STX,20240115,269221.24436329794
NEO,20240209,364374.68452436087
INJ,20240907,227887.29072563697
ILV,20240915,94527.04117463074
FTM,20240724,187382.96978577902
ARB,20240422,168944.5417184279
OX,20240608,14584.027869181113
kPEPE,20240601,332922.1336474842
RLB,20240420,13433.233183473523
RNDR,20230831,251930.6251935349
INJ,20240926,186199.73775150586
ILV,20240306,97582.442091535
ATOM,20241107,110241.61703159328
LDO,20231025,594407.5711474463
DOGE,20231129,818547.6577405611
GMT,20231209,954773.417773315
SHIA,20240224,10642.525680639576
STRAX,20231027,313352.96530507033
AVAX,20230804,481972.718681497
MEME,20240125,278879.06020047684
DYM,20240407,253796.30519462508
KAS,20240225,121024.21113705545
UNIBOT,20240929,0.0
MEW,20241129,77442.09480833316
MKR,20240620,212254.27885817815
INJ,20240618,230404.90368232215
SUPER,20240628,119399.98390074258
JTO,20240626,197687.46342341742
kPEPE,20240619,358252.34301247
NTRN,20240618,148216.78288826332
MAV,20240623,119148.81529621322
PENDLE,20240616,135907.41502763287
BANANA,20240616,12942.841874489302
PENDLE,20240617,132794.48274793653
USTC,20240626,169928.40923062435
kLUNC,20240626,201899.91728185085
FRIEND,20240615,0.0
BOME,20240616,185978.1335643231
BSV,20240625,63102.28238123152
RLB,20240616,17982.097551508476
CAKE,20240628,163918.99071183804
MAV,20240627,115490.28818895842
kBONK,20240626,199940.04630155017
SUSHI,20240626,123946.92716792859
AAVE,20240618,133541.1371154176
GALA,20240617,148940.38566628084
BNB,20240628,564540.4768321234
JUP,20240620,138459.16404159737
RUNE,20240616,96652.72921246308
LOOM,20240622,126980.10785962043
UMA,20240622,266498.4972671925
ZETA,20240623,126238.56664430331
PIXEL,20240615,292583.8738595876
ETC,20240617,205886.8568609096
kBONK,20240625,201623.28069493623
CRV,20240618,215017.83388360371
MAVIA,20240619,114215.89919537354
LOOM,20240621,117917.16182787828
WLD,20240627,233133.43864721342
PYTH,20240623,159134.6202926169
CFX,20240625,149692.16497783558
RUNE,20240617,100695.19011819574
MAV,20240621,109260.05915565556
WLD,20240621,216563.88407243902
kPEPE,20240623,392381.3987000523
FET,20240627,159377.82510188548
XRP,20240616,487267.0084597825
ZETA,20240621,118126.49714991714
KAS,20240626,109545.07527545583
TAO,20240615,69540.35525822357
BNT,20240626,60971.95860885874
UMA,20240619,227680.24572096445
UNI,20240621,147529.04032507015
BIGTIME,20240628,183004.73608424317
CFX,20240626,150203.19404059052
FTM,20240625,199137.39612217149
POPCAT,20240617,94282.97279045425
BNT,20240625,61589.78079383646
YGG,20240616,126694.96140751705
SUSHI,20240625,130474.11328065336
POLYX,20240625,106748.34874848503
DYDX,20240621,264283.5609730957
TON,20240628,126303.98321947009
UMA,20240621,229683.02617772494
FET,20240623,189611.73106193845
ACE,20240618,100216.50030467319
UNI,20240623,158316.57590914308
TRB,20240626,128472.7322346014
PYTH,20240627,153960.07247392993
PEOPLE,20240628,145639.0014009446
UMA,20240627,229039.2960088284
ORBS,20240620,136424.09619518364
ARB,20240624,248774.42328292324
COMP,20240615,169834.27656898362
RNDR,20240617,154822.23155415483
OP,20240626,276636.8802358904
kPEPE,20240621,370230.01231363445
BTC,20240620,1121196.4643885642
LINK,20240625,346563.1912634916
STRK,20240615,152436.39933008706
REZ,20240620,312335.40538358403
CRV,20240624,237735.64012469043
XAI,20240626,172662.6383371495
MANTA,20240625,285123.67846583837
SUI,20240620,100817.94833788948
IO,20240617,250443.43040107825
RLB,20240617,12991.509071138153
TIA,20240626,168006.62727404456
IMX,20240617,198775.85669084446
AR,20240628,107951.9839926048
LDO,20240620,200562.04886646554
BRETT,20240615,258925.16236971252
BADGER,20240626,111457.41775147936
ETH,20240628,1596306.5176617291
OP,20240625,349708.6038398441
DOGE,20240615,455434.1935965886
UNI,20240627,130357.90525270824
LTC,20240615,342818.7095894346
ZEN,20240628,91499.13963639065
MANTA,20240626,286265.99426988297
PANDORA,20240628,19285.198598754094
MEME,20240620,160782.77472434414
ARB,20240618,205201.15535985332
LOOM,20240627,102234.61883299352
GMT,20240628,220655.69106164883
STG,20240616,138135.83836754365
ORDI,20240628,213672.924486899
OMNI,20240615,185884.09825651252
MERL,20240618,246667.15449867074
FIL,20240620,270119.12628978735
MINA,20240618,126624.52250976264
MAV,20240619,107419.29735816421
HPOS,20240615,11770.45576143005
GMX,20240625,100341.48578143159
ARK,20240616,101745.54576419786
USTC,20240625,171594.08404247367
ACE,20240624,105654.92753031272
GAS,20240615,109503.4184991571
ALT,20240615,173845.80610770086
HBAR,20240618,123256.69007370448
kPEPE,20240622,363883.7710118741
ZETA,20240619,105668.92132504881
STG,20240617,130827.98417903521
WLD,20240622,212114.92546159754
BSV,20240626,58638.670264986125
POPCAT,20240616,109125.36993723195
JTO,20240625,190131.51383384806
ATOM,20240617,201626.5798975795
PYTH,20240619,152878.94647436865
kLUNC,20240625,215159.18662925108
KAS,20240625,119648.23271056559
W,20240628,132982.71448400093
STX,20240624,163987.99066397813
ADA,20240618,244955.88197998243
MAV,20240622,112546.8850358149
ONDO,20240617,159179.30367187818
EIGEN,20240620,27495.526625849863
RNDR,20240616,147675.4349239719
PYTH,20240622,154737.1404235929
UNIBOT,20240617,14224.304440239554
MINA,20240624,129069.56895071008
DYM,20240212,194011.36341079732
LDO,20230605,307139.31473779277
NTRN,20241119,100428.8701952371
SHIA,20231002,15257.61146882179
ENS,20240209,403768.7597475917
USTC,20240117,385746.05831203394
ETC,20240616,227705.27555142867
DYDX,20240627,280977.09804505133
NFTI,20231203,150431.61959948952
