"Date","Return"
2015-02-01,0.0237202894662349
2015-03-01,-0.0088984389140131
2015-04-01,-0.0900366882784867
2015-05-01,0.0761875022077725
2015-06-01,-0.092258479104168
2015-07-01,0.224948860499717
2015-08-01,-0.097172139984128
2015-09-01,-0.0308209989121093
2015-10-01,0.0416432703859528
2015-11-01,0.0921627064660822
2015-12-01,0.0121665761910594
2016-01-01,-0.0990916168371005
2016-02-01,-0.228528425024863
2016-03-01,0.162657722512063
2016-04-01,-0.0109448842343466
2016-05-01,0.0136900793577939
2016-06-01,0.125845482131497
2016-07-01,0.072576743076229
2016-08-01,-0.0189410742060002
2016-09-01,-0.0190698293335848
2016-10-01,0.121237562015353
2016-11-01,-0.158118720453958
2016-12-01,-0.0388002417549159
2017-01-01,0.0786106744147763
2017-02-01,0.0531021605896564
2017-03-01,0.0323030776970954
2017-04-01,0.0413232793921414
2017-05-01,-0.0116741949749318
2017-06-01,0.06499569694066
2017-07-01,0.0854123662459867
2017-08-01,0.052998821986141
2017-09-01,0.0672339302768461
2017-10-01,0.182115872507078
2017-11-01,0.044758166824892
2017-12-01,0.0259100433556094
2018-01-01,-0.0472909033683668
2018-02-01,-0.025705143842941
2018-03-01,-0.0787336863259666
2018-04-01,0.115911628797382
2018-05-01,-0.0328689629555631
2018-06-01,-0.0583878774721043
2018-07-01,0.0556086130746627
2018-08-01,0.0647302567263279
2018-09-01,-0.189421509401542
2018-10-01,-0.0682191566066618
2018-11-01,-0.0100181781927565
2018-12-01,-0.0202507116426686
2019-01-01,-0.0582667583793319
2019-02-01,-0.0353202334630314
2019-03-01,0.0473952846885148
2019-04-01,-0.0296699176611454
2019-05-01,0.0089478118944244
2019-06-01,-0.0422973501982843
2019-07-01,-0.136793315591703
2019-08-01,-0.0300272023848404
2019-09-01,0.056712477000967
2019-10-01,0.0643279196769719
2019-11-01,0.0157624589288035
2019-12-01,0.0143932366959518
2020-01-01,0.0475284671209093
2020-02-01,-0.0948031841932472
2020-03-01,-0.405655750065023
2020-04-01,0.0922793095084755
2020-05-01,0.017740198759963
2020-06-01,0.190373078160275
2020-07-01,-0.0200037665745615
2020-08-01,0.0488887248513226
2020-09-01,-0.00703143585165522
2020-10-01,0.0532534684829233
2020-11-01,0.0676878777146517
2020-12-01,0.147272188600059
2021-01-01,-0.0222748457136341
2021-02-01,0.0673454001950555
2021-03-01,-0.081352738745205
2021-04-01,0.089344107917346
2021-05-01,0.101948593119459
2021-06-01,0.0803846429035846
2021-07-01,0.022844964942738
2021-08-01,-0.137579125003364
2021-09-01,0.058454425747239
2021-10-01,-0.0976140064522556
2021-11-01,0.058270531981079
2021-12-01,0.122536830073032
2022-01-01,-0.00635950611045499
2022-02-01,-0.216560699815614
2022-03-01,0.126261465313755
2022-04-01,-0.0643572992985408
2022-05-01,-0.157394523233351
2022-06-01,-0.0705579188614296
2022-07-01,0.0531954396098271
2022-08-01,0.139848638326184
2022-09-01,-0.0632232966976978
2022-10-01,0.0411540268978834
2022-11-01,0.00472109853156444
2022-12-01,-0.0549404118445688
2023-01-01,-0.0134312606039416
2023-02-01,-0.134893394217761
2023-03-01,0.0337381558418401
2023-04-01,0.104648124606995
2023-05-01,-0.0142783935072925
2023-06-01,0.143168392781256
2023-07-01,0.143350504658402
2023-08-01,0.0569534991997345
2023-09-01,0.0173561231313129
2023-10-01,-0.0205736040749204
2023-11-01,0.0704596678594371
2023-12-01,0.00164856262401925
2024-01-01,0.201948000640303
2024-02-01,-0.0376112220355176
2024-03-01,-0.10563099221066
2024-04-01,0.216668138318142
2024-05-01,-0.00798708736258702
2024-06-01,0.0989595741265128
2024-07-01,0.0552890461213407
2024-08-01,-0.0244843832373054
2024-09-01,0.0543894752535954
2024-10-01,-0.0413663450267894
2024-11-01,0.0601842956458227
2024-12-01,0.0651743970112009
2025-01-01,-0.150626665914923
2025-02-01,-0.155482905667664
2025-03-01,0.102114975641255
2025-04-01,-0.0852817445394131
2025-05-01,0.0541983157005388
2025-06-01,0.0630799066348668
2025-07-01,-0.0362065814631
2025-08-01,-0.0247750307493425
2025-09-01,-0.0626610778927447
2025-10-01,0.0195540497450883
2025-11-01,-0.00575922368762416
2025-12-01,0.0144710220025432
2026-01-01,0.0700355037406184
2026-02-01,-0.111445253805294
2026-03-01,-0.142319421730585
2026-04-01,0.116997879107374
2026-05-01,0.147966437227066
2026-06-01,0.086378947609514
