"","DISC_RATE","CHG","PRE_5","POST_5","PRE_10","POST_10","PRE_20","POST_20","PRE_50","POST_50","DATE_STAMP"
"2002-01-30",1.25,0,-0.0201468761355856,0.0442788515442398,-0.0209577046162678,0.0649175916582574,0.00637080884969587,0.115897780882644,0.0307316205884971,0.0775440502988436,20
"2002-03-19",1.25,0,0.00147800174164514,-0.0250011966111969,-0.0223598318528166,-0.00526508926719516,-0.00571093167504777,-0.0185315187389312,0.0398420585478345,-0.104248767490467,21
"2002-05-07",1.25,0,0.0341793454582731,0.00395671567817635,0.00612517972457471,-0.0551544688584172,-0.0214368856699431,-0.0574178093507351,-0.0322168039011911,-0.0615149512638362,22
"2002-06-26",1.25,0,-0.0172700414308725,0.0255933807804225,-0.0440953458171004,0.0280124811555584,0.00380964111948878,-0.0341829400834414,-0.0641599816263928,-0.0244013603057183,23
"2002-08-13",1.25,0,0.0114374324514825,0.0131664529557154,0.0195725491682142,0.0103696270279312,-0.0527316416255184,0.0280797606437349,-0.0568491530028309,-0.0509282488710485,24
"2002-09-24",1.25,0,-0.0288537657303525,-0.011384079154486,-0.0314887747509029,-0.0118525597781275,-0.0313920879958612,-0.0178865902106288,-0.0801847766133478,0.0990086950003743,25
"2002-11-06",0.75,-0.5,0.0274314695361235,0.0003659978603201,0.00208772193800777,0.0483211021227872,0.0104402742349963,0.086976106908913,-0.0201202802861713,0.129779087445335,26
"2002-12-10",0.75,0,0.00879070085938305,0.0089771329175683,0.0271393834810574,0.0200924865300582,0.115575748970609,0.0241822578592339,0.099865613976146,0.00224852573077117,27
"2003-01-09",2.25,1.5,0.00392192479812414,-0.00816685719925325,0.00232468035645117,-0.0240646769033382,0.0258510862687198,-0.0303728133301531,0.190403461881125,-0.07545090427588,28
"2003-01-29",2.25,0,-0.0421538641042094,0.010180021056112,-0.0440261511844555,0.00735223742941393,-0.0571775457133245,0.0155484595104889,0.0411454039804693,-0.0818578103383769,29
"2003-03-18",2.25,0,-0.0236650700727338,0.0212860673014026,-0.066173476313289,-0.0146086198124865,-0.0414852485283357,-0.0399465804200888,-0.0911703023597599,0.0153717566683622,30
"2003-05-06",2.25,0,0.0242860877901403,-0.00794123486202125,0.00515037772604177,0.0209875492781983,-0.0546931553124752,0.0650803104644675,-0.103371986573085,0.234852567193246,31
"2003-06-25",2,-0.25,0.0228031558380533,0.0258171119977433,0.064670597018768,0.0338209809374119,0.123766994864177,0.0176359166565916,0.175715246912995,0.254511747874099,32
"2003-08-12",2,0,0.0436970140996695,0.044639595435759,0.053343594618861,0.0876818497639804,0.0688108161906003,0.146303552114149,0.239177710121515,0.198027319547014,33
"2003-09-16",2,0,-0.0342917237882401,-0.0217931016600874,-0.0179391038087173,0.0437677044642795,0.0658721110995959,0.133040338629277,0.203280632102771,0.138790035587188,34
