"THRESH","DRAG","CUMULATIVE"
0.05,0,2.67252148154008
0.05,1,2.85957821961306
0.1,0,2.960993676386
0.1,1,2.66126306358548
0.15,0,2.80071754587659
0.15,1,3.13117337039011
0.2,0,3.02084366184753
0.2,1,3.36247479261214
