"THRESH","DRAG","CUMULATIVE"
0.5,0,3.83499069032937
0.5,1,2.46057173095803
0.1,0,3.13924693351522
0.1,1,0.486434398599877
0.2,0,3.00906300503752
0.2,1,1.55941022114788
0.4,0,2.98660388859928
0.4,1,2.04808206207267
0.6,0,4.06203267151978
0.6,1,2.49811497867533
0.8,0,2.88059349291122
0.8,1,2.66762849352763
1,0,3.14799472240524
1,1,3.27358155829543
