"THRESH","DRAG","CUMULATIVE"
0.05,0,3.69221495716018
0.05,1,-0.816882372488042
0.1,0,3.3896776735419
0.1,1,0.606854046804397
0.15,0,3.79748605521996
0.15,1,0.970631369776985
0.2,0,3.99428949606159
0.2,1,1.83268061798755
