"THRESH","DRAG","CUMULATIVE"
0.5,0,4.62230646159564
0.5,1,3.49001808180843
0.1,0,3.88884334234258
0.1,1,2.03334525804406
0.2,0,4.15340968653336
0.2,1,2.57041951638312
0.4,0,4.23481074878844
0.4,1,3.33210359475671
0.6,0,5.18853105798905
0.6,1,4.03865700747616
0.8,0,4.35443827489864
0.8,1,3.72461935478328
1,0,3.57703278962421
1,1,3.57703278962421
