"THRESH","DRAG","CUMULATIVE"
0.05,0,3.10267800375338
0.05,1,1.55391539021118
0.1,0,3.18414146950953
0.1,1,2.44905449985858
0.2,0,3.03772500599719
0.2,1,3.0328686864556
0.4,0,3.4092395257194
0.4,1,3.07313678605881
0.6,0,3.37197385017195
0.6,1,3.43858257248883
0.8,0,3.54473917240763
0.8,1,3.72978147969183
1,0,3.60771996828326
1,1,3.45501820668891
