"THRESH","DRAG","CUMULATIVE"
0.05,0,2.42373884831935
0.05,1,1.18300456681382
0.1,0,2.71091250765936
0.1,1,2.16669416472559
0.2,0,3.20489752339287
0.2,1,2.96315407471341
0.4,0,3.28728638125113
0.4,1,3.21377787694567
0.6,0,3.9406051880883
0.6,1,3.14455221288559
0.8,0,3.7621982522113
0.8,1,3.80748768411671
1,0,3.59914636441978
1,1,3.7903724005344
