"date","NIFTY500_MOM50_TR","Q1_LIQC"
2025-01-31,-0.130291090688411,-0.0539718151457039
2025-02-28,-0.0972122041136337,-0.0607192096303896
2025-03-28,0.0632601014571108,0.0739633791630931
2025-04-30,0.042978453338042,-0.0192739987378409
2025-05-30,0.0543387252726895,0.120350377707201
2025-06-30,0.0549602835644296,0.0158399407652157
2025-07-31,-0.0604184820718485,-0.0262594075779692
2025-08-29,-0.0332370723239418,-0.0118099670406899
2025-09-30,0.00756170228345243,-0.0351835978202064
2025-10-31,0.0574934455246083,0.0111164601127522
2025-11-28,0.0244148348833417,-0.035789518855012
2025-12-31,-0.0378053191582587,-0.0679771896642332
2026-01-30,-0.036470206014149,-0.013317459462209
2026-02-27,0.0318063901889376,-0.0248167631653723
2026-03-30,-0.121571358375527,-0.132661675960639
2026-04-30,0.125782851253452,0.189155957134497
2026-05-29,0.0254307942201939,-0.0166939789256544
2026-06-30,0.0169273098677871,0.0379882701231751
2026-07-31,-0.00962105457271201,0.0260364903922574
