"INDEX_NAME","REAL_LS","REAL_DCA","PROB_LS_LT_0","PROB_DCA_LT_0","PROB_LS_GT_REAL","PROB_DCA_GT_REAL","ST_DATE","ED_DATE"
"Fama-French US Market","10.1470127114449","7.24429906181852","0","0","53.09","5.625","1964-02-28","2019-06-28"
"Fama-French US Market","6.4510575949122","3.5304825594642","4.445","6.33","53.195","14.875","1964-02-28","1979-11-30"
"Fama-French US Market","11.4626713356508","6.85354850337483","0","0.01","50.755","3.805","1980-02-29","2019-06-28"
