"TACTICAL","EQUITY","BOND"
0.001862922189102,0.0129901163263646,0.001862922189102
0.0015857232867853,0.0535627349517926,0.0015857232867853
0.00675987899864228,0.00675987899864228,0.000665425434719369
0.00788798773505439,0.00788798773505439,0.00276840974714765
0.0131173093084067,0.0131173093084067,0.000978725155116544
-0.0508491855696379,-0.0508491855696379,-0.00134495982280403
0.00140053567560128,0.00552675005614645,0.00140053567560128
-0.00123918064612627,-0.122367130524292,-0.00123918064612627
0.000208722616601875,-0.0130012392670621,0.000208722616601875
0.000107784703450742,-0.0319839463683143,0.000107784703450742
-0.000186412992769003,0.00818200768981314,-0.000186412992769003
-0.00261400925465982,-0.00736894703892388,-0.00261400925465982
-0.00277256097344325,-0.0111325842176524,-0.00277256097344325
-0.00563348247676065,-0.000748967244385668,-0.00563348247676065
0.00220757341308819,0.0336995092929837,0.00220757341308819
0.00175092613862571,0.0104685349149432,0.00175092613862571
-0.00446216346520378,0.00436715495831863,-0.00446216346520378
0.0281095804773495,0.0281095804773495,0.00066583153904376
0.0199248610145935,0.0199248610145935,-0.00247903493787238
0.000686674260893749,0.000686674260893749,-0.00202896136074204
-0.0207031187663239,-0.0207031187663239,-0.011463240394049
-0.0046713996273744,-0.0046713996273744,0.00401340931364591
0.012655602791982,0.012655602791982,0.00671290810056413
0.0182261072009831,0.0182261072009831,0.00408437166041198
0.0216523764157932,0.0216523764157932,0.00269044756591708
0.0393201092052573,0.0393201092052573,-0.00276461974428832
-0.00609108717432372,-0.00609108717432372,0.00369617943202205
0.0305668533944503,0.0305668533944503,-0.00540182784049215
0.024025032361042,0.024025032361042,-0.00431460553019403
-0.012540927905109,-0.012540927905109,0.00503371265057306
-0.0083496958496958,-0.0083496958496958,0.00282282472809237
0.00428036902410489,0.00428036902410489,-0.00160703846039445
0.0368369422873407,0.0368369422873407,-0.00761949038399645
0.0111482928011484,0.0111482928011484,-0.000224397027115963
-0.000318039768798961,-0.000318039768798961,0.00104189785082842
0.0153260944740301,0.0153260944740301,-0.00144469919990287
0.0500524501723363,0.0500524501723363,0.00880430759660356
-0.0134065069130004,-0.0134065069130004,0.00157019937458913
0.0220662689419677,0.0220662689419677,-0.000602455940126978
0.0253811678425149,0.0253811678425149,0.00530090811878647
0.0117323272670997,0.0117323272670997,0.00217093801227741
-0.0312417317105438,-0.0312417317105438,0.000790118901982551
